Cell_ID,true_label,canonical_fold,Section_ID,hard_bucket,lzh_pred,wyh_pred,s0_pred,sni_pred,h1_trigger,h2_trigger,h3_trigger,lzh_correct,s0_correct,sni_correct
2946331700000003124,oligodendrocyte_1,1,0415_F2_C,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,True,True,False
2787445900548100175,oligodendrocyte_2,4,0503_F3_C,True,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,False,False,True,True,True,False
2796212800886100208,oligodendrocyte_1,4,0613_F4_C,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,True,True,False
2795903600169100089,oligodendrocyte_progenitor_2,4,0613_M5_L,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,False,False,True
2656144900166100222,oligodendrocyte_progenitor_2,1,0328_M1_C,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,True,False,False,False,True,True
2946331700000008879,oligodendrocyte_1,0,0415_F2_T,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,False,True,False
2707604700068100176,oligodendrocyte_progenitor_2,0,0415_M3_S,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,False,False,True
2787445900597100130,oligodendrocyte_1,1,0503_F4_S,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,False,True,False
2787445900617100074,oligodendrocyte_progenitor_2,4,0503_F3_C,True,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,False,False,True,False,False,True
2787889600389100137,oligodendrocyte_1,2,0503_M4_C,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,False,True,False
2787445900659100212,endothelial,3,0503_F3_C,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,False,False,False
2656144300164100022,oligodendrocyte_progenitor_2,0,0328_F2_L,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,True,False,True
2656144900086100045,oligodendrocyte_1,3,0328_M1_C,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,True,True,False
2946331700000017329,oligodendrocyte_1,3,0415_F2_L,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,True,False,False,True,False,False
2707604700365100101,oligodendrocyte_1,2,0415_M2_C,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,False,True,False
2707604800406100019,oligodendrocyte_progenitor_2,4,0415_M1_C,True,oligodendrocyte_2,oligodendrocyte_2,astrocyte_2,oligodendrocyte_progenitor_2,False,False,True,False,False,True
2795584800700100066,oligodendrocyte_2,0,0610_F5_T,True,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,False,False,True,True,True,False
2795584800382100241,oligodendrocyte_1,1,0610_F4_L,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,True,False,False,True,False,False
2656143800029100143,astrocyte_1,3,0328_M3_C,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,False,False,False
2707604800240100095,oligodendrocyte_progenitor_2,3,0415_M1_T,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,False,False,True
2795584800123100172,oligodendrocyte_progenitor_2,3,0610_F3_T,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,True,False,True
2795584800385200012,endothelial,1,0610_F4_L,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,True,False,False,False,False,False
2946331700000016267,oligodendrocyte_1,0,0415_F2_S,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,True,True,False
2795903600185100124,oligodendrocyte_progenitor_2,2,0613_M4_S,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,True,False,True
2656143800189100068,oligodendrocyte_2,0,0328_M3_T,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,False,False,False
2656144900262100025,oligodendrocyte_progenitor_2,1,0328_M2_C,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_1,False,True,False,True,False,False
2787445900242100087,oligodendrocyte_1,3,0503_F5_C,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,True,False,False,True,False,False
2787445900303200013,oligodendrocyte_1,3,0503_F5_L,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,True,True,False
2656144300125100270,oligodendrocyte_1,1,0328_F2_T,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,True,True,False
2726544200049100135,oligodendrocyte_1,1,0422_M1_C,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,True,True,False
2795903600489200147,oligodendrocyte_1,1,0613_M5_C,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,False,True,False
2796212800921100093,oligodendrocyte_1,3,0613_F4_C,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,False,True,False
2707604700227100028,oligodendrocyte_2,4,0415_M2_T,True,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,False,False,True,True,True,False
2795903600346100148,oligodendrocyte_progenitor_2,2,0613_M4_L,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,True,False,True
2707737900021100021,oligodendrocyte_progenitor_2,2,0415_F1_S,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,True,False,True
2795584800412100093,endothelial,1,0610_F4_T,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,False,False,False
2796212800633100043,oligodendrocyte_1,4,0613_F5_C,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,True,True,False
2656144900238100021,oligodendrocyte_1,2,0328_M2_C,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,False,True,False
2787445900550100232,oligodendrocyte_1,1,0503_F3_C,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,False,True,False
2707737900048100169,oligodendrocyte_1,4,0415_F1_L,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,meninges_3,False,True,False,False,True,False
2707604700087100062,oligodendrocyte_progenitor_2,2,0415_M2_L,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,True,False,True
2796212800388100154,oligodendrocyte_progenitor_2,1,0613_F3_S,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,False,False,True
2787889600132100196,oligodendrocyte_1,4,0503_M5_C,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,True,True,False
2795584800747100174,oligodendrocyte_2,3,0610_F5_L,True,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,False,True,True,False,False
2795903600614100079,oligodendrocyte_1,0,0613_M4_C,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,True,True,False
2787889600445200056,oligodendrocyte_1,1,0503_M4_L,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,False,True,False
2795103300164100198,oligodendrocyte_1,1,0610_M4_L,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,False,True,False
2707604700292200071,oligodendrocyte_precursor_cell,0,0415_M2_C,True,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,False,False,True,False,False,False
2796212800408100142,oligodendrocyte_progenitor_2,2,0613_F5_T,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,True,False,True
2787889600097100013,oligodendrocyte_progenitor_2,1,0503_M5_C,True,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,False,False,True,False,False,True
2787889600092100146,oligodendrocyte_1,1,0503_M5_C,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,False,True,False
2656144900530100190,oligodendrocyte_1,1,0328_M2_L,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,True,True,False
2707604800402200006,oligodendrocyte_1,3,0415_M1_C,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,True,True,False
2795584800385100149,oligodendrocyte_progenitor_2,3,0610_F4_L,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,False,False,True
2787445900206100114,oligodendrocyte_1,0,0503_F5_C,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,True,True,False
2787889600450100291,astrocyte_1,4,0503_M4_T,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,False,False,False
2795584800382100074,oligodendrocyte_1,1,0610_F4_L,True,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,False,True,False,True,False
2656144300187100123,oligodendrocyte_1,1,0328_F2_L,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,True,True,False
2795584800415100082,oligodendrocyte_progenitor_2,3,0610_F4_T,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,True,False,True
2656144900480100101,oligodendrocyte_2,4,0328_M2_L,True,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,False,False,True,True,False,False
2795584800354100082,oligodendrocyte_progenitor_2,0,0610_F4_S,True,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,False,False,True,False,True,True
2796212800747100256,oligodendrocyte_1,2,0613_F3_T,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,True,False,False,True,False,False
2796212800790100118,oligodendrocyte_1,3,0613_F4_C,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,True,True,False
2707604000011100037,oligodendrocyte_2,0,0415_M3_L,True,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,False,False,True,True,True,False
2656143800393100018,oligodendrocyte_progenitor_2,2,0328_M3_L,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,True,False,True
2795903600212200113,oligodendrocyte_progenitor_2,4,0613_M4_S,True,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,False,False,True,False,False,True
2795103300381100107,oligodendrocyte_progenitor_2,1,0610_M5_S,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,True,False,True
2707604700318100078,oligodendrocyte_1,4,0415_M2_C,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,True,True,False
2787889600478100002,endothelial,0,0503_M4_L,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,False,False,False
2946331700000004953,oligodendrocyte_1,3,0415_F2_C,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,True,True,False
2796212800420100197,oligodendrocyte_2,0,0613_F3_S,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,False,False,False
2796212800552100046,oligodendrocyte_1,3,0613_F3_L,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,True,True,False
2656144900264100101,oligodendrocyte_progenitor_2,3,0328_M2_C,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,True,False,True
2787445900597100100,oligodendrocyte_progenitor_2,0,0503_F4_S,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,True,False,False,False,True,True
2796212800585100050,oligodendrocyte_progenitor_2,3,0613_F3_L,True,oligodendrocyte_1,oligodendrocyte_1,meninges_3,oligodendrocyte_progenitor_2,True,False,False,False,False,True
2787889600486100174,oligodendrocyte_1,0,0503_M4_T,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,False,True,False
2795103300164100027,oligodendrocyte_progenitor_2,0,0610_M4_L,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,True,False,False,False,True,True
2707604700225200059,oligodendrocyte_progenitor_2,4,0415_M2_T,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,False,False,True
2795584800129100078,oligodendrocyte_1,4,0610_F3_L,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,True,True,False
2707737900059100053,endothelial,0,0415_F1_L,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,False,False,False
2656144900540100204,oligodendrocyte_progenitor_2,2,0328_M1_S,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,True,False,True
2656144900140100117,oligodendrocyte_progenitor_2,3,0328_M1_C,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,False,False,True
2707604700271100168,oligodendrocyte_progenitor_2,4,0415_M2_T,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,True,False,True
2946331700000001546,oligodendrocyte_progenitor_2,3,0415_F2_C,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,True,False,False,False,True,True
2795903600434100226,oligodendrocyte_2,1,0613_M5_C,True,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,False,False,True,True,True,False
2707737900048100136,pericyte,3,0415_F1_L,True,oligodendrocyte_1,oligodendrocyte_1,astrocyte_1,oligodendrocyte_progenitor_2,True,False,False,False,False,False
2656144900590100199,oligodendrocyte_1,0,0328_M1_L,True,oligodendrocyte_1,oligodendrocyte_1,MV_in_Sema5b,oligodendrocyte_progenitor_2,True,False,False,True,False,False
2946331700000002701,oligodendrocyte_1,0,0415_F2_C,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,False,True,False
2787445900363100032,oligodendrocyte_1,4,0503_F4_C,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,False,True,False
2795584800674100123,oligodendrocyte_1,1,0610_F5_L,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,True,True,False
2707604800039100009,oligodendrocyte_2,0,0415_M1_L,True,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,False,False,True,True,False,False
2707604800403100232,oligodendrocyte_1,3,0415_M1_C,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,True,True,False
2787445900134100265,oligodendrocyte_1,0,0503_F5_C,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,True,True,False
2707737900144100133,oligodendrocyte_progenitor_2,3,0415_F1_T,True,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,False,False,True,False,False,True
2707604700319100153,oligodendrocyte_progenitor_2,3,0415_M2_C,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,True,False,True
2795584800391100182,oligodendrocyte_1,3,0610_F4_S,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,True,True,False
2707604700388100039,oligodendrocyte_progenitor_2,4,0415_M2_C,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,True,False,True
2707737900147100238,oligodendrocyte_progenitor_2,1,0415_F1_T,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_2,False,True,False,True,False,False
2796212800789100202,oligodendrocyte_1,1,0613_F4_C,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,True,True,False
2795584800081100241,oligodendrocyte_progenitor_2,2,0610_F3_C,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,False,False,True
2795584800413100059,oligodendrocyte_progenitor_2,1,0610_F4_T,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,True,False,True
2795903600267100112,oligodendrocyte_1,1,0613_M4_L,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,False,True,False
2726544600430100022,microglia,3,0422_F1_L,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,False,False,False
2787889600353100134,oligodendrocyte_progenitor_2,0,0503_M4_C,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,True,False,True
2946331700000016189,oligodendrocyte_progenitor_2,1,0415_F2_S,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,True,False,True
2795903600454100089,oligodendrocyte_progenitor_2,0,0613_M4_T,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,True,False,True
2796212800175100064,astrocyte_2,3,0613_F5_L,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,False,False,False
2795103300331100022,oligodendrocyte_progenitor_2,1,0610_M5_T,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,True,False,True
2796212800561100084,oligodendrocyte_progenitor_2,2,0613_F4_T,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,False,False,True
2707604000041100135,oligodendrocyte_progenitor_2,3,0415_M3_L,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,True,False,True
2796212800519100058,oligodendrocyte_1,0,0613_F3_L,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,True,True,False
2796212800355100068,oligodendrocyte_2,4,0613_F3_S,True,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,False,False,True,True,True,False
2795903600641100193,oligodendrocyte_1,4,0613_M4_C,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,False,True,False
2787445900462100125,oligodendrocyte_progenitor_2,2,0503_F4_T,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,False,False,True
2707604800342100056,oligodendrocyte_progenitor_2,1,0415_M1_C,True,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,False,False,True,False,False,True
2707737900112100126,oligodendrocyte_1,4,0415_F1_L,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,True,True,False
2796212800487100153,oligodendrocyte_1,3,0613_F3_L,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,True,True,False
2795903600348100067,oligodendrocyte_1,0,0613_M4_L,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,False,True,False
2656144900582100256,oligodendrocyte_1,0,0328_M2_L,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,astrocyte_1,False,True,False,False,True,False
2946331700000002928,oligodendrocyte_1,0,0415_F2_C,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,True,False,False,True,False,False
2656144300211100188,oligodendrocyte_1,4,0328_F2_L,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,True,True,False
2787445900172100084,oligodendrocyte_1,4,0503_F5_C,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,False,True,False
2787889600094100056,oligodendrocyte_1,2,0503_M5_C,True,oligodendrocyte_1,oligodendrocyte_1,endothelial,oligodendrocyte_progenitor_2,True,False,False,True,False,False
2795584800226100153,oligodendrocyte_progenitor_2,0,0610_F3_C,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,True,False,True
2787445900402100022,oligodendrocyte_2,3,0503_F4_C,True,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,False,False,True,True,True,False
2787445900402100051,astrocyte_2,4,0503_F4_C,True,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,False,True,False,False,False,False
2787889600301100030,oligodendrocyte_2,2,0503_M5_T,True,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,False,False,True,True,False,False
2796212800600100219,oligodendrocyte_1,4,0613_F5_C,True,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,True,False,False,True,True,False
