Cell_ID,fold
2796212800920100186,1
2796212801076100088,2
2787889600361100176,0
2656144900423100118,0
2656144900479100069,0
2656144900588100091,0
2707737900049100026,1
2796212800355100039,2
2656144900584100215,0
2726562700233100049,2
2707604700342100017,0
2787445900231100134,0
2787445900050100097,1
2707604800058100104,0
2795584800400100402,2
2795903600006100074,1
2707604800280100016,2
2707604700250100162,1
2707604000054100060,2
2946331700000001665,0
2787445900097100032,1
2795903600354100114,1
2795903600641100239,0
2946331700000005130,0
2787889600059100183,1
2795903600616100042,0
2795103300345100187,2
2707737900021200024,1
2707737900021100149,1
2707737900087100192,0
2795903600517100085,1
2946331700000012532,1
2787445900752100165,1
2656144900166100113,1
2795903600059100029,0
2787445900580100145,1
2945606900000001552,0
2656144900190100266,2
2795903600033100179,2
2787889600480100065,1
2787889600362100215,1
2787445900225100171,2
2796212800563100112,0
2787445900861100089,1
2795903600462100093,2
2707604700131100047,0
2707604700271100260,0
2795903600694200027,1
2787445900265100216,2
2787445900859100117,0
2795103300160100095,2
2787445900193100122,2
2787445900252100013,1
2787889600583100038,1
2796212800142100152,2
2707604700200100133,0
2787445900087100060,2
2707604800059100087,2
2787445900752100043,2
2707604000086100185,1
2795103300063100206,2
2796212800396100144,2
2656144300162100014,2
2707604000086100021,0
2707604000155100092,1
2787889600057100125,2
2707737900144100205,0
2796212800418100152,2
2787889600518100079,1
2787445900360100208,1
2707604800445100185,0
2707604700106100156,0
2707737900110100007,2
2795903600348100132,1
2795584800419100108,2
2656143800393200013,2
2656144300102100179,0
2945606900000028496,2
2795103300410100288,1
2796212800536100091,2
2787445900698100134,2
2787445900660100194,0
2787445900095100103,2
2787445900432100051,2
2787889600094100239,0
2656144900609100174,2
2787889600518100141,2
2707604000057100275,2
2656144900110100072,0
2787889600193100194,2
2787445900685100065,0
2795584800388100087,0
2787889600478100046,2
2796212800456100298,0
2795103300181100070,2
2787889600379100095,0
2707737900120100153,2
2707604700363100162,0
2787445900126100072,2
2795584800202100191,2
2656144900351100151,2
2795903600300100043,2
2656144900537100149,2
2787445900327100116,1
2795903600669100305,2
2795584800449100206,0
2795584800103100060,1
2787889600230100269,0
2787445900324100101,1
2946331700000003291,0
2795903600463100037,0
2656143800029200138,2
2795103300346100275,0
2796212800207200125,2
2787445900127100018,2
2795903600193100019,2
2796212800429100202,0
2787445900537100049,2
2946331700000018420,0
2707604800424100118,2
2656144900565100164,0
2946331700000014941,1
2795584800222100094,0
2707604700363200032,1
2787445900790100045,1
2787445900249100097,0
2795584800494100150,1
2787889600549100068,0
2795103300382100017,1
2787889600230100144,1
2796212800296100102,1
2946331700000015824,1
2656144900111100164,1
2787445900546100123,0
2656144900590100237,2
2707604800425200049,2
2796212800421100026,0
2796212800886100219,1
2707737900021200044,1
2787889600410100233,0
2707604800102100026,2
2795103300452100022,2
2795584800122100117,0
2787445900726100268,2
2656143800152100075,0
2787445900286100145,1
2726544600053100083,2
2787445900292100174,2
2707737900126100032,1
2707604700295100085,1
2656143800031100019,0
2787445900399200095,1
2795103300098100192,0
2795103300200100050,1
2796212800667100077,0
2795903600320100046,1
2946331700000001675,0
2656144300125200083,0
2787445900361100230,1
2787445900323100099,0
2796212800387100292,2
2707604700412100113,2
2787445900359100123,2
2796212800882100349,2
2946331700000021284,2
2656144900504100190,1
2656143800105100194,0
2796212800823100056,0
2787889600546100213,1
2787445900549100170,1
2795584800747100097,1
2787445900759100119,2
2787445900859100158,2
2795903600268100244,0
2795903600540100023,2
2795584800714100018,0
2787445900251100108,1
2656144900192100181,1
2795903600348100238,0
2796212800142100062,2
2787445900267100210,2
2726544600027100237,0
2787445900324100241,0
2796212800779100104,1
2795903600241100054,2
2946331700000003802,0
2795584800130100185,2
2787445900264100033,1
2787445900303100132,2
2946331700000003124,0
2707737900135100028,0
2707604700200100084,1
2795103300367100045,1
2946331700000018817,0
2656144900529200056,2
2795103300366100183,2
2787889600416100065,0
2787445900225100207,1
2707604800121200057,0
2795584800589100202,2
2707604700107100066,2
2946331700000015765,0
2796212800553100050,2
2656144900532100019,1
2707604000122100133,2
2796212800657100066,1
2787889600353100120,0
2656144900535100107,1
2796212800747100293,0
2707604800403100158,2
2656143800394100034,1
2795903600438100162,2
2796212800887100175,2
2656144900616200135,1
2787445900301100038,1
2787445900686100148,0
2787445900726100281,2
2787445900352100065,1
2707604000010100086,0
2796212800978100235,1
2796212800824100160,2
2726562700278100055,1
2787889600398200058,2
2787445900898100020,0
2795584800238100291,1
2787445900051100037,2
2656144300141100025,0
2795584800494100146,2
2707604000042100205,2
2656144900111100032,1
2787445900097100044,1
2795903600354100169,1
2787889600266100173,1
2707737900077100122,0
2787445900330100033,1
2796212800456100030,2
2656143800131100093,2
2946331700000022441,2
2656144900473100055,1
2787445900264100127,2
2656144900264100096,2
2795903600436100270,1
2787445900548100175,1
2787889600163100015,0
2795584800313100072,1
2787445900550100256,0
2707604700108100194,2
2787445900051100210,2
2707604000110200102,1
2796212800886100208,1
2795584800354100043,1
2795584800137100183,2
2795584800139100153,0
2795584800349100201,1
2795584800124100245,1
2796212800792100191,0
2656144900217100217,1
2796212801050100122,0
2796212800343100093,2
2707604700035100156,1
2787445900398100116,1
2787889600350100103,1
2795903600169100089,0
2787889600354100054,2
2707604000155100180,2
2656143800418100063,0
2795584800101100205,0
2795584800713100089,0
2946331700000015905,0
2795103300146100184,0
2656144900562100058,1
2656143800003100156,0
2707737900060100041,1
2795584800494100148,0
2707604700271100235,2
2787889600193100115,2
2795903600694100117,0
2656144300188100230,0
2707604000040100083,2
2707604800242100248,2
2795903600639100170,2
2796212800623100048,1
2796212800747100155,1
2707604000087100224,0
2796212800715100166,0
2787445900585100071,0
2707604700226100221,1
2787445900657100147,0
2796212800791100086,1
2787889600127100132,1
2656143800128100291,0
2796212800779100178,0
2707604800119100064,0
2656144900343100207,2
2795903600401100209,2
2945606900000028675,2
2787445900229100050,2
2707737900020100069,1
2656144900166100222,1
2656143800241100034,2
2656144300125100022,0
2787889600095100107,0
2656144900288100070,0
2726543700099100012,0
2795584800152100329,0
2787445900730100021,2
2707604000110100291,2
2726543700194100187,1
2707604000085100071,0
2787889600313100114,2
2795903600489100085,0
2707604700342100104,1
2795584800748200051,0
2946331700000000900,0
2796212800980100213,1
2656143800167100063,2
2946331700000008879,2
2707604700061100217,2
2707604700068100176,0
2656143800081100092,2
2796212800816200003,2
2795103300445100084,0
2787445900252100222,1
2795584800421100048,2
2656144900483200003,2
2656143800027100344,1
2707604000154100042,1
2656144900395100181,2
2656144900478100114,1
2707604800101100059,0
2787445900248100070,0
2787445900858100097,0
2787889600326100064,2
2795584800239100064,2
2796212800890100208,2
2787889600379100099,2
2707604000155100044,0
2656143800028100190,0
2787445900168100168,2
2795103300153100149,1
2787889600388100127,1
2787445900163100062,2
2707737900133100223,1
2795584800428100052,2
2787445900389100097,0
2787889600441100117,0
2656144900510100035,0
2787889600389100039,0
2787445900397100033,1
2656143800054100105,0
2795584800225100220,2
2796212800552100138,0
2946331700000017564,2
2726543700098100172,2
2795903600159100113,2
2707604000025100103,0
2787445900088100075,0
2795103300051100106,1
2707737900101100093,2
2787445900252100041,1
2787445900547100043,1
2946331700000012655,1
2707604000152100108,2
2726542200063100202,2
2945606900000006335,1
2795903600461100026,1
2795584800421100152,0
2787445900434100022,0
2946331700000021488,2
2795903600322100055,1
2656144900446100057,0
2795903600489100162,0
2787445900209100186,1
2707604800119100189,1
2707737900121200017,0
2796212800048100035,0
2787445900324100284,0
2945606900000005064,1
2707604000057100022,0
2796212800855100259,1
2796212800979100126,0
2796212800520100213,1
2795903600301100052,1
2946331700000002712,0
2707604700223100181,0
2656144900396100267,1
2787889600414100194,2
2796212800520100087,2
2787445900860100075,0
2707737900007100257,1
2796212800600100106,2
2787445900686100178,1
2707604800080200033,0
2656144900515100178,0
2796212800529100110,1
2707604000026100018,2
2796212800264100246,0
2787445900252100232,0
2796212800595100131,2
2946331700000014165,0
2796212800429100306,1
2787445900090100024,2
2795103300381100300,0
2796212800431100019,0
2707604700060100211,1
2945606900000029557,1
2656144900135100026,0
2656144900377200109,0
2787445900327100122,2
2707604800078100099,0
2707604800014100179,0
2787445900545100063,0
2796212800529100021,1
2795584800419100227,1
2787445900510100019,1
2787445900681100180,1
2787889600280100187,0
2656144900190100049,0
2795103300332100061,2
2796212800889100238,0
2795584800222100100,2
2707604000110100282,2
2796212800779100157,1
2795903600463100104,1
2795103300181100156,1
2656144900535100021,1
2946331700000013232,1
2796212800855100235,0
2787445900261100124,2
2945606900000028780,0
2795903600211100202,2
2787889600397100193,1
2656143800105100155,2
2707737900074100184,2
2787445900625100109,0
2726543700433100081,0
2787445900752100150,0
2795903600320100084,0
2795903600302100045,2
2796212800457100043,1
2946331700000013468,1
2656144900217200049,2
2796212800913100070,0
2726562800040100083,2
2796212800420100232,1
2945606900000012740,0
2787889600377100069,2
2707737900034100174,0
2787445900597100130,0
2707737900133100176,2
2707737900062100103,0
2795103300178100085,1
2787889600396100092,0
2796212800583100026,2
2656144900503100190,0
2795903600348100080,1
2787445900284100060,0
2656143800164100063,0
2707604000126100060,0
2707737900074100236,2
2787445900896100222,2
2707737900047100154,1
2656144300146100227,2
2946331700000004996,1
2787445900617100074,1
2787889600485100060,0
2787445900361100178,2
2796212801009100118,0
2787889600389100137,2
2787889600351100217,1
2787445900052100108,2
2787445900432100098,0
2707737900075100138,2
2796212800232200076,0
2726562700255100152,1
2796212800951100149,2
2656143800027100303,2
2787445900685100098,0
2787445900364100093,0
2796212800595100046,2
2787889600444200175,2
2946331700000017243,0
2796212800554100272,0
2795584800129100103,2
2656143800054100170,1
2795103300344100019,0
2787445900132100057,0
2787445900659100212,1
2707737900134100140,2
2787445900620100089,1
2795903600639100122,1
2656144900421100075,1
2795584800425100122,2
2795103300108100026,2
2656143800215100289,1
2787445900686100244,1
2707604000101100111,2
2656144300187100061,1
2656144900325100030,2
2656143800179100164,0
2707737900099100020,0
2787889600346100131,0
2726544200060200054,0
2656144900537200040,1
2796212800593100138,1
2795903600185200054,0
2795584800391100125,2
2946331700000015941,0
2787445900321100131,1
2787445900209100162,0
2796212800882100339,0
2656144900504100144,1
2795903600212100125,2
2795103300232100193,0
2707604800240100120,0
2787889600197100126,2
2787445900206100149,1
2796212800920100202,1
2787445900700100017,0
2787889600362100073,0
2707604800445100225,2
2656143800104100148,1
2787445900509100078,0
2796212800109100145,1
2707604800182100044,2
2787445900696100057,0
2787445900243100229,1
2787445900624100133,1
2796212800595100220,0
2726544600456100096,0
2707604700067200029,1
2787889600095100205,1
2796212800374100015,0
2796212800046100088,1
2795584800386200020,2
2787445900397100094,2
2796212800945100206,2
2946331700000000560,0
2787445900440100096,2
2656143800079100018,0
2796212800530100028,1
2656144900238100093,1
2796212800889100116,0
2787445900364100130,0
2795103300197100223,2
2707604000110100065,2
2946331700000014193,0
2707604000086100312,0
2795903600614100222,2
2656144300164100022,0
2795584800677100046,0
2795584800457100271,0
2796212800887200134,1
2796212800570100205,2
2795903600488100062,0
2656144900184100149,2
2796212800693100168,2
2796212800855100031,2
2726562800039100112,0
2656144900246100036,2
2707604800059100134,2
2656143800103100207,0
2795584800384100230,0
2787889600231100307,0
2796212800914100220,1
2707604800102100073,0
2787445900840100059,2
2656144900503100235,0
2795584800136100143,0
2795584800154100202,1
2707604000043100137,1
2787445900253100069,1
2946331700000022140,2
2795103300233100064,1
2795103300192100032,2
2795103300165100044,0
2795584800400100374,0
2656144900566100136,1
2787445900368100029,2
2787445900206100256,0
2795584800715100032,1
2795903600436100138,2
2707604700342100102,2
2787445900289100027,0
2656144900489100179,1
2787445900549100176,1
2787889600555100028,2
2656144900422100060,0
2787445900751100108,0
2795584800462100162,0
2787889600091100100,1
2787889600388100134,1
2795903600194100112,0
2707604700342100085,2
2787445900265100127,2
2795103300063100196,2
2795584800149100350,1
2795903600668100127,1
2795903600353100318,1
2796212800264100149,0
2787445900400100117,1
2707604800221100052,1
2707604700224100044,2
2787445900752100098,2
2787889600581100022,1
2707604000057100130,0
2726544600029100174,1
2656144900086100045,2
2656144900377100073,1
2795584800166200086,0
2796212801016100049,2
2787889600094100267,0
2795903600113100201,2
2795903600032100071,1
2795103300163100169,0
2946331700000003185,1
2787889600617100209,2
2787889600486100100,1
2795584800419100209,2
2787445900390100041,0
2945606900000004564,2
2707604700035100119,0
2787445900398100083,1
2707604800322100110,2
2787445900821100034,0
2656144900537200153,2
2707737900099100094,0
2796212800462100157,0
2787889600480100113,2
2787889600194100119,0
2795903600143100135,0
2795103300200100048,0
2787445900205100076,1
2795903600641100188,0
2787445900837100051,2
2795584800124100044,2
2707604800142100150,0
2796212800362100078,2
2707604700367100051,1
2787445900681100170,2
2787445900756100063,1
2795103300367100017,0
2795903600541100205,1
2796212800456100252,1
2707604700068100182,1
2795584800638200099,0
2946331700000017329,0
2796212800631100018,0
2707604700067100218,1
2707604700272100141,2
2796212800080100016,1
2707604000155100045,0
2796212800424200052,0
2796212800553100258,0
2945606900000003612,0
2656144900110100185,1
2787889600384100095,1
2795584800709100079,1
2787445900717100195,0
2707604700249100037,1
2787889600405100195,2
2707604800384100151,0
2787889600196100090,0
2656143800127100130,1
2946331700000000304,0
2656144900237100079,1
2787889600481100192,1
2795903600410100025,0
2787445900253100197,0
2707604000055100048,1
2795103300155100193,1
2795903600541100227,1
2656144900211100045,2
2946331700000010986,1
2787445900771100033,2
2707737900047100174,2
2795103300121100090,2
2795103300298100028,0
2787445900322100059,1
2726543700195100105,0
2787889600422100129,1
2795584800472100176,0
2656144900583100141,0
2795903600057100084,0
2707737900095200015,0
2796212800585100061,2
2787889600450100068,2
2787889600127100038,0
2796212800109100153,1
2787445900550100265,1
2795103300194100255,1
2787889600160100005,0
2795584800493100085,0
2787889600580100140,2
2787445900358100017,0
2796212800249100014,2
2656144900033100041,2
2945606900000028832,1
2787889600389100019,2
2795903600141100114,1
2787889600165100015,0
2795903600590100281,1
2707604000042100196,0
2787889600055100062,2
2795903600158100065,2
2707604700316100053,0
2787889600056100092,1
2795584800435100149,2
2787445900434100147,1
2787889600545100073,1
2795103300411100201,1
2787889600280100049,0
2656144300149200031,1
2946331700000008179,2
2656144900404100023,0
2796212800626200036,2
2787445900284100090,2
2787889600348100027,0
2787889600325100080,2
2946331700000012393,0
2787445900323100159,0
2795584800101100165,0
2795584800222100035,1
2787445900660100141,1
2787889600384100081,2
2946331700000012473,1
2656144900503100067,1
2707737900132100054,1
2946331700000015889,1
2707604700365100101,2
2795103300234100140,0
2787445900173100064,0
2656144900264100063,0
2787445900581100192,1
2787445900588100088,2
2787445900253100357,2
2795103300382100169,1
2796212800888100108,1
2795103300233100283,1
2787445900090100195,2
2795584800434100110,0
2795903600300100055,1
2795103300232100046,2
2787445900060100046,0
2795103300411100067,1
2795103300119100042,1
2787445900401100076,2
2656144900211200036,1
2656143800442100187,0
2787889600276100061,0
2796212800822100176,0
2707604800343100130,1
2656144900503100201,2
2946331700000020199,2
2796212800265100046,0
2795103300131100053,0
2707604800406100019,0
2796212800880100212,0
2656144900557100089,2
2787445900285100188,2
2787445900660100100,0
2787445900224100171,0
2946331700000011040,2
2707737900113100105,2
2707604700272100172,1
2946331700000010948,2
2656144900537100175,1
2787889600360100199,1
2656143800153100063,0
2787445900173100034,2
2795584800700100066,1
2796212800394100070,2
2656143800028100075,2
2787889600194100079,0
2795584800382100241,2
2656144900324100039,1
2787445900353100090,2
2656143800029100143,0
2795903600269100021,0
2795584800380100010,1
2707604700342100033,2
2707604700082100067,2
2946331700000021737,1
2707604700389200208,0
2656144300102100210,1
2707604800240100095,0
2787445900387100061,0
2795903600408100072,0
2656144900585100136,2
2787445900284100038,2
2796212800791100135,2
2795903600589100109,2
2656143800395100049,2
2787445900130200072,0
2787889600348100180,1
2656144300188100109,2
2796212800792100086,1
2787445900357100007,0
2707737900075100161,1
2787889600097100071,1
2787445900645100103,1
2796212800373100067,1
2707604700248100266,1
2656144900113100199,0
2707604800060100117,2
2656144900315100106,0
2707604700363100152,1
2946331700000012663,0
2787889600488100049,0
2656144900298100117,0
2946331700000008872,0
2707737900045100046,2
2795903600670100272,2
2946331700000007362,2
2707604800014200029,0
2945606900000029469,2
2795584800123100172,1
2656144900314100182,1
2946331700000018751,1
2707604800034100108,2
2946331700000013084,0
2787889600231100070,1
2726562800059100191,0
2656144300147100136,2
2787889600410100226,0
2795584800136100120,0
2796212800264100058,2
2787445900126100047,0
2656144300148100103,1
2796212800333100156,1
2656144900165100206,0
2795584800324100118,0
2656143800395100087,1
2945606900000005485,0
2795584800454100023,2
2795584800435100032,1
2656144900616100246,0
2795584800493100084,1
2787445900500100017,0
2787889600482100046,2
2707737900114100111,1
2726543700432100217,2
2726562800099100136,1
2795903600696100115,2
2795584800167100121,1
2795103300146100183,2
2795584800385200012,1
2787889600373100063,0
2656144900166200115,1
2787445900286100178,1
2795584800622100099,1
2945606900000000710,2
2945606900000009885,0
2787445900088100188,0
2946331700000000856,2
2707604000086100252,1
2656144900352100124,2
2795103300233100227,1
2795903600269100116,1
2787445900723100035,0
2656144900315100221,1
2787889600443100119,1
2787445900290100129,1
2787889600098100070,1
2796212800333100029,2
2787445900756100053,0
2945606900000016901,1
2787445900545100168,2
2707604700092100058,2
2707604000126100220,0
2787445900356100068,0
2946331700000019958,0
2795584800224100106,2
2787889600056100086,0
2787445900250100110,0
2796212801012100215,2
2787445900242100084,0
2707604000124100126,1
2707604700091100243,1
2796212800397100047,2
2656144900247100055,1
2656144900641100240,1
2795903600141100184,0
2656143800003100150,0
2787889600380100057,0
2787889600058100136,1
2946331700000016267,2
2787445900397100150,0
2795103300381100258,2
2795584800101100257,1
2787445900546100037,0
2795584800385100283,1
2795584800710100051,2
2795584800238100152,0
2656144900185100154,2
2795103300380100319,2
2707604800424100059,0
2656144900350100058,1
2946331700000010890,1
2795903600329100117,2
2795903600185100124,1
2656144900641100255,1
2787889600132100171,0
2787445900253100252,1
2707604000055100283,2
2796212800945100053,2
2707604700085100026,2
2795903600140100177,0
2726544600192100054,1
2787445900161200017,2
2795584800202100095,0
2707737900036100040,2
2796212800821100177,1
2656143800189100068,0
2707604800402100006,2
2726543700434100081,0
2787445900582100103,1
2795903600589200009,2
2787445900286100069,2
2656144900351200123,1
2707604700062100233,2
2796212800174100040,1
2787889600384100079,0
2656144300060100179,1
2787889600360100172,2
2795103300368100087,0
2795584800138100236,1
2795584800353100107,0
2656143800192100069,2
2707604800060100147,2
2707737900036100042,2
2796212800919100151,2
2726562700119100130,1
2796212800625100073,1
2787445900289100143,1
2656144900558100177,1
2795103300219100123,2
2787445900365100131,0
2656144900541100114,2
2796212800176100149,0
2787445900616100005,1
2796212801076100050,0
2796212800913100278,0
2707737900147100271,2
2707737900077100049,1
2787445900397100099,1
2787445900361100272,2
2787889600360100127,2
2796212800599100041,0
2726543700130100054,1
2796212800822100173,0
2787889600349100175,2
2796212800377100126,2
2795584800118100067,0
2707604700132200249,2
2656144900190100207,2
2656144300210100200,2
2787445900326100073,0
2795103300179100159,0
2795103300344100018,0
2795103300330100098,2
2656144900237100080,1
2787889600314100216,2
2787445900761100117,0
2707604700155100019,0
2707737900087100211,2
2656144900262100025,2
2796212800882100154,2
2795903600168100273,1
2707737900132100163,1
2726544200036100086,2
2795584800389100229,1
2795584800702100110,1
2787445900125100020,1
2707604000070100247,0
2726544200070100057,2
2795903600462100044,2
2946331700000000278,1
2787889600277100068,0
2787889600195100103,0
2796212800395100045,2
2796212800295100181,1
2795584800241100099,2
2787445900255100026,1
2795903600616100043,1
2707737900098100063,2
2787445900657100203,0
2707604800059100116,1
2656143800154100107,0
2656144900641100095,2
2795903600143100345,0
2796212800399100086,2
2656143800129100095,2
2656144900583100130,1
2795103300417100019,1
2707604700362100030,2
2795584800715100014,2
2707604700247100078,2
2707604700133100078,1
2656143800080100045,0
2796212800298100123,0
2795903600668100106,1
2787889600386100025,1
2787445900693200024,0
2795103300029100113,0
2787445900804100090,2
2787445900716100220,1
2945606900000006378,2
2707737900131100132,0
2795903600438100113,2
2787445900359100176,0
2795903600354100044,2
2726543700401100041,0
2787445900326100236,0
2656144900421100282,1
2787445900262100075,1
2795103300331100205,1
2795103300144100118,1
2796212800790100231,0
2787889600129100055,1
2707604700038100142,1
2787445900247100098,2
2656144900562100256,0
2796212800489100071,0
2726562700117100326,1
2726544600193200110,0
2787445900200100196,0
2795903600642100147,0
2945606900000003472,0
2796212800887100077,1
2707737900146100140,2
2787889600409100019,0
2656143800416100329,1
2795103300446100279,1
2795584800136100155,1
2787445900094100023,2
2946331700000018808,2
2795584800103100078,0
2787445900860100172,1
2796212800176100078,2
2656144900086100184,0
2707604700012100099,1
2787889600231100247,1
2795584800137200073,2
2656143800054100097,2
2787889600512100128,1
2795903600140100211,0
2787445900242100087,0
2795103300446100310,2
2656144300123100021,2
2707737900048100079,2
2787445900286100122,1
2795903600143100380,1
2787445900582100108,1
2795584800447100229,2
2946331700000017600,1
2787889600416100118,1
2707604000155100034,0
2787445900363100042,0
2656143800418100055,2
2787445900401100112,0
2707604000041100057,2
2795584800584100037,2
2787445900168100024,2
2795103300189100043,0
2726544600404100198,1
2787445900127100017,0
2656144900541100117,2
2787445900303200013,2
2787445900352100165,1
2656144300125100270,2
2796212800329100152,1
2787445900399100183,1
2787445900329100048,2
2656144900423100200,0
2707604000101100079,1
2796212800914100081,0
2707737900060200159,2
2787889600229100023,2
2656143800190100162,1
2946331700000006711,2
2787889600582100166,2
2787889600516100044,0
2787889600059100062,2
2707604800082100050,1
2795903600616100088,0
2795584800435100333,0
2787889600410100130,1
2787445900290100088,2
2656143800368100172,1
2787445900396100255,1
2796212800142200009,2
2707604700317100153,1
2796212800919100069,2
2656144900186200096,2
2787889600057100207,1
2787889600165100140,0
2707604800141100064,0
2787445900584100082,1
2787445900618100086,2
2795584800660100134,0
2656143800104100188,2
2795584800122100059,1
2656143800052100110,1
2707604800321100160,0
2787445900659100089,2
2787445900363100027,1
2787889600315100153,2
2795903600696100024,0
2656144300188100231,1
2795103300191100094,1
2945606900000006766,2
2656144300195100054,2
2707604700367100018,1
2787889600131100100,2
2795103300113100076,2
2796212800529100094,2
2707604000058100018,2
2946331700000010664,0
2795584800129100148,1
2787889600424100078,0
2656144300149100130,1
2795103300120100163,1
2656143800130100125,1
2795103300131100028,0
2707604800341100216,0
2656144900530100054,1
2656143800215100166,1
2707604800425100200,0
2656144900609100198,2
2796212801048100215,1
2795903600241200092,0
2707604700221100061,0
2795584800691100034,0
2707604800222100025,1
2707604700082100034,2
2787445900263100160,0
2796212800977100037,1
2707604700059100142,1
2787445900789100118,0
2707604800403100163,2
2795584800166100073,0
2707604800384100232,1
2656144900447100103,1
2787445900359100085,1
2796212800570100101,2
2795903600166100037,0
2656144900506100017,2
2795584800224100061,2
2795584800456100071,1
2787445900130100046,1
2787889600450100189,0
2787445900725100116,2
2726543700467100137,1
2795103300312100055,1
2795584800455100125,1
2707604000140100290,0
2796212801010100021,2
2656144900475100049,0
2656144900086100214,2
2656143800055100188,2
2707604800141100047,2
2787445900094100050,0
2787445900232100046,0
2787445900087100097,0
2787889600280100304,1
2707604800081100138,2
2796212800790100256,1
2787445900597100166,0
2707604800056100070,0
2787445900352100142,0
2726544200049100135,1
2796212800978100024,0
2796212800337100156,0
2787445900654100050,2
2787445900328100066,2
2795584800125100047,0
2787445900265100028,1
2656144900167100168,0
2795103300163100183,1
2787445900285100127,2
2707604000138100161,1
2795103300147100116,2
2795103300153100274,2
2707604800099100069,1
2795103300191100127,0
2656144900582100186,2
2795584800453100080,1
2946331700000004620,1
2656144900085100196,0
2787445900752100090,2
2787445900199100016,2
2795103300366100035,1
2796212800561100162,2
2707604000110100036,1
2946331700000004636,0
2787445900297100022,0
2795584800696100028,0
2656144900186100063,0
2787445900764100034,2
2795103300332100123,1
2656144300164100132,2
2656144300082100094,1
2796212801012100179,0
2787889600277100011,2
2795584800381100173,2
2795903600437100233,1
2795584800413100225,1
2946331700000003000,2
2795903600114100055,0
2656143800055100071,0
