Cell_ID,fold
2796212800593100138,3
2795903600185200054,3
2795584800391100125,2
2946331700000015941,4
2787445900321100131,0
2787445900209100162,2
2796212800882100339,1
2656144900504100144,3
2795903600212100125,0
2795103300232100193,1
2707604800240100120,1
2787889600197100126,1
2787445900206100149,2
2796212800920100202,1
2787445900700100017,3
2787889600362100073,0
2707604800445100225,3
2656143800104100148,4
2787445900509100078,4
2796212800109100145,0
2707604800182100044,2
2787445900696100057,2
2787445900243100229,3
2787445900624100133,2
2796212800595100220,0
2726544600456100096,0
2707604700067200029,1
2787889600095100205,4
2796212800374100015,3
2796212800046100088,0
2795584800386200020,2
2787445900397100094,1
2796212800945100206,1
2946331700000000560,0
2787445900440100096,1
2656143800079100018,4
2796212800530100028,3
2656144900238100093,2
2796212800889100116,2
2787445900364100130,2
2795103300197100223,0
2707604000110100065,2
2946331700000014193,1
2707604000086100312,3
2795903600614100222,2
2656144300164100022,0
2795584800677100046,3
2795584800457100271,4
2796212800887200134,2
2796212800570100205,0
2795903600488100062,2
2656144900184100149,2
2796212800693100168,3
2796212800855100031,1
2726562800039100112,2
2656144900246100036,3
2707604800059100134,1
2656143800103100207,0
2795584800384100230,2
2787889600231100307,4
2796212800914100220,0
2707604800102100073,4
2787445900840100059,1
2656144900503100235,0
2795584800136100143,1
2795584800154100202,3
2707604000043100137,4
2787445900253100069,2
2946331700000022140,4
2795103300233100064,0
2795103300192100032,4
2795103300165100044,3
2795584800400100374,0
2656144900566100136,4
2787445900368100029,0
2787445900206100256,2
2795584800715100032,3
2795903600436100138,4
2707604700342100102,3
2787445900289100027,1
2656144900489100179,4
2787445900549100176,1
2787889600555100028,3
2656144900422100060,3
2787445900751100108,3
2795584800462100162,1
2787889600091100100,0
2787889600388100134,0
2795903600194100112,3
2707604700342100085,0
2787445900265100127,1
2795103300063100196,4
2795584800149100350,1
2795903600668100127,2
2795903600353100318,4
2796212800264100149,3
2787445900400100117,2
2707604800221100052,0
2707604700224100044,1
2787445900752100098,1
2787889600581100022,0
2707604000057100130,3
2726544600029100174,4
2656144900086100045,3
2656144900377100073,4
2795584800166200086,3
2796212801016100049,2
2787889600094100267,4
2795903600113100201,2
2795903600032100071,2
2795103300163100169,2
2946331700000003185,4
2787889600617100209,2
2787889600486100100,2
2795584800419100209,3
2787445900390100041,2
2945606900000004564,3
2707604700035100119,1
2787445900398100083,4
2707604800322100110,0
2787445900821100034,3
2656144900537200153,0
2707737900099100094,1
2796212800462100157,3
2787889600480100113,2
2787889600194100119,2
2795903600143100135,1
2795103300200100048,0
2787445900205100076,4
2795903600641100188,1
2787445900837100051,1
2795584800124100044,3
2707604800142100150,3
2796212800362100078,0
2707604700367100051,2
2787445900681100170,2
2787445900756100063,0
2795103300367100017,3
2795903600541100205,3
2796212800456100252,0
2707604700068100182,2
2795584800638200099,1
2946331700000017329,3
2796212800631100018,2
2707604700067100218,3
2707604700272100141,1
2796212800080100016,2
2707604000155100045,2
2796212800424200052,4
2796212800553100258,4
2945606900000003612,4
2656144900110100185,1
2787889600384100095,3
2795584800709100079,2
2787445900717100195,4
2707604700249100037,0
2787889600405100195,2
2707604800384100151,1
2787889600196100090,2
2656143800127100130,1
2946331700000000304,0
2656144900237100079,4
2787889600481100192,3
2795903600410100025,3
2787445900253100197,2
2707604000055100048,1
2795103300155100193,3
2795903600541100227,0
2656144900211100045,4
2946331700000010986,2
2787445900771100033,3
2707737900047100174,3
2795103300121100090,1
2795103300298100028,0
2787445900322100059,4
2726543700195100105,2
2787889600422100129,0
2795584800472100176,0
2656144900583100141,4
2795903600057100084,2
2707737900095200015,0
2796212800585100061,3
2787889600450100068,3
2787889600127100038,2
2796212800109100153,3
2787445900550100265,1
2795103300194100255,0
2787889600160100005,3
2795584800493100085,1
2787889600580100140,0
2787445900358100017,3
2796212800249100014,4
2656144900033100041,4
2945606900000028832,2
2787889600389100019,0
2795903600141100114,0
2787889600165100015,4
2795903600590100281,4
2707604000042100196,1
2787889600055100062,2
2795903600158100065,4
2707604700316100053,1
2787889600056100092,0
2795584800435100149,3
2787445900434100147,4
2787889600545100073,1
2795103300411100201,4
2787889600280100049,0
2656144300149200031,0
2946331700000008179,2
2656144900404100023,0
2796212800626200036,3
2787445900284100090,0
2787889600348100027,1
2787889600325100080,3
2946331700000012393,4
2787445900323100159,3
2795584800101100165,4
2795584800222100035,3
2787445900660100141,3
2787889600384100081,2
2946331700000012473,3
2656144900503100067,2
2707737900132100054,0
2946331700000015889,0
2707604700365100101,2
2795103300234100140,0
2787445900173100064,0
2656144900264100063,4
2787445900581100192,1
2787445900588100088,2
2787445900253100357,1
2795103300382100169,1
2796212800888100108,4
2795103300233100283,0
2787445900090100195,3
2795584800434100110,4
2795903600300100055,0
2795103300232100046,0
2787445900060100046,0
2795103300411100067,4
2795103300119100042,0
2787445900401100076,0
2656144900211200036,2
2656143800442100187,4
2787889600276100061,0
2796212800822100176,0
2707604800343100130,3
2656144900503100201,0
2946331700000020199,2
2796212800265100046,1
2795103300131100053,4
2707604800406100019,4
2796212800880100212,1
2656144900557100089,0
2787445900285100188,0
2787445900660100100,2
2787445900224100171,1
2946331700000011040,3
2707737900113100105,4
2707604700272100172,0
2946331700000010948,2
2656144900537100175,3
2787889600360100199,2
2656143800153100063,4
2787445900173100034,2
2795584800700100066,0
2796212800394100070,0
2656143800028100075,3
2787889600194100079,0
2795584800382100241,1
2656144900324100039,4
2787445900353100090,4
2656143800029100143,3
2795903600269100021,4
2795584800380100010,2
2707604700342100033,0
2707604700082100067,1
2946331700000021737,0
2707604700389200208,1
2656144300102100210,0
2707604800240100095,3
2787445900387100061,2
2795903600408100072,4
2656144900585100136,1
2787445900284100038,3
2796212800791100135,0
2795903600589100109,1
2656143800395100049,3
2787445900130200072,2
2787889600348100180,2
2656144300188100109,3
2796212800792100086,3
2787445900357100007,2
2707737900075100161,4
2787889600097100071,4
2787445900645100103,0
2796212800373100067,0
2707604700248100266,3
2656144900113100199,4
2707604800060100117,0
2656144900315100106,4
2707604700363100152,2
2946331700000012663,1
2787889600488100049,0
2656144900298100117,0
2946331700000008872,1
2707737900045100046,3
2795903600670100272,3
2946331700000007362,3
2707604800014200029,1
2945606900000029469,3
2795584800123100172,3
2656144900314100182,2
2946331700000018751,3
2707604800034100108,2
2946331700000013084,4
2787889600231100070,3
2726562800059100191,0
2656144300147100136,1
2787889600410100226,3
2795584800136100120,3
2796212800264100058,0
2787445900126100047,1
2656144300148100103,0
2796212800333100156,2
2656144900165100206,4
2795584800324100118,1
2656143800395100087,4
2945606900000005485,4
2795584800454100023,1
2795584800435100032,2
2656144900616100246,0
2795584800493100084,0
2787445900500100017,2
2787889600482100046,4
2707737900114100111,2
2726543700432100217,1
2726562800099100136,4
2795903600696100115,4
2795584800167100121,0
2795103300146100183,3
2795584800385200012,1
2787889600373100063,3
2656144900166200115,4
2787445900286100178,1
2795584800622100099,3
2945606900000000710,3
2945606900000009885,3
2787445900088100188,1
2946331700000000856,2
2707604000086100252,2
2656144900352100124,3
2795103300233100227,3
2795903600269100116,2
2787445900723100035,1
2656144900315100221,3
2787889600443100119,3
2787445900290100129,3
2787889600098100070,1
2796212800333100029,2
2787445900756100053,1
2945606900000016901,2
2787445900545100168,3
2707604700092100058,3
2707604000126100220,3
2787445900356100068,1
2946331700000019958,0
2795584800224100106,4
2787889600056100086,2
2787445900250100110,0
2796212801012100215,1
2787445900242100084,0
2707604000124100126,4
2707604700091100243,4
2796212800397100047,1
2656144900247100055,0
2656144900641100240,1
2795903600141100184,4
2656143800003100150,0
2787889600380100057,1
2787889600058100136,1
2946331700000016267,0
2787445900397100150,2
2795103300381100258,1
2795584800101100257,1
2787445900546100037,1
2795584800385100283,3
2795584800710100051,4
2795584800238100152,0
2656144900185100154,2
2795103300380100319,3
2707604800424100059,4
2656144900350100058,1
2946331700000010890,3
2795903600329100117,3
2795903600185100124,2
2656144900641100255,3
2787889600132100171,0
2787445900253100252,2
2707604000055100283,3
2796212800945100053,4
2707604700085100026,4
2795903600140100177,0
2726544600192100054,0
2787445900161200017,2
2795584800202100095,3
2707737900036100040,0
2796212800821100177,2
2656143800189100068,0
2707604800402100006,1
2726543700434100081,0
2787445900582100103,2
2795903600589200009,1
2787445900286100069,4
2656144900351200123,3
2707604700062100233,1
2796212800174100040,4
2787889600384100079,4
2656144300060100179,3
2787889600360100172,2
2795103300368100087,3
2795584800138100236,2
2795584800353100107,4
2656143800192100069,4
2707604800060100147,2
2707737900036100042,3
2796212800919100151,1
2726562700119100130,2
2796212800625100073,4
2787445900289100143,2
2656144900558100177,3
2795103300219100123,4
2787445900365100131,0
2656144900541100114,0
2796212800176100149,0
2787445900616100005,2
2796212801076100050,0
2796212800913100278,1
2707737900147100271,1
2707737900077100049,1
2787445900397100099,4
2787445900361100272,3
2787889600360100127,2
2796212800599100041,2
2726543700130100054,3
2796212800822100173,4
2787889600349100175,4
2796212800377100126,2
2795584800118100067,2
2707604700132200249,2
2656144900190100207,4
2656144300210100200,1
2787445900326100073,2
2795103300179100159,0
2795103300344100018,4
2795103300330100098,4
2656144900237100080,4
2787889600314100216,1
2787445900761100117,4
2707604700155100019,2
2707737900087100211,4
2656144900262100025,1
2796212800882100154,2
2795903600168100273,1
2707737900132100163,3
2726544200036100086,1
2795584800389100229,3
2795584800702100110,0
2787445900125100020,4
2707604000070100247,2
2726544200070100057,4
2795903600462100044,0
2946331700000000278,4
2787889600277100068,1
2787889600195100103,0
2796212800395100045,4
2796212800295100181,2
2795584800241100099,4
2787445900255100026,1
2795903600616100043,4
2707737900098100063,2
2787445900657100203,0
2707604800059100116,0
2656143800154100107,2
2656144900641100095,3
2795903600143100345,4
2796212800399100086,2
2656143800129100095,4
2656144900583100130,1
2795103300417100019,0
2707604700362100030,2
2795584800715100014,0
2707604700247100078,0
2707604700133100078,0
2656143800080100045,2
2796212800298100123,4
2795903600668100106,4
2787889600386100025,0
2787445900693200024,4
2795103300029100113,3
2787445900804100090,3
2787445900716100220,2
2945606900000006378,3
2707737900131100132,3
2795903600438100113,1
2787445900359100176,1
2795903600354100044,1
2726543700401100041,1
2787445900326100236,2
2656144900421100282,4
2787445900262100075,2
2795103300331100205,0
2795103300144100118,3
2796212800790100231,0
2787889600129100055,2
2707604700038100142,3
2787445900247100098,0
2656144900562100256,1
2796212800489100071,2
2726562700117100326,3
2726544600193200110,4
2787445900200100196,1
2795903600642100147,1
2945606900000003472,4
2796212800887100077,3
2707737900146100140,1
2787889600409100019,3
2656143800416100329,0
2795103300446100279,0
2795584800136100155,3
2787445900094100023,2
2946331700000018808,0
2795584800103100078,3
2787445900860100172,4
2796212800176100078,0
2656144900086100184,4
2707604700012100099,4
2787889600231100247,1
2795584800137200073,1
2656143800054100097,1
2787889600512100128,3
2795903600140100211,0
2787445900242100087,3
2795103300446100310,2
2656144300123100021,1
2707737900048100079,0
2787445900286100122,2
2795903600143100380,4
2787445900582100108,3
2795584800447100229,0
2946331700000017600,4
2787889600416100118,2
2707604000155100034,0
2787445900363100042,0
2656143800418100055,2
2787445900401100112,3
2707604000041100057,4
2795584800584100037,1
2787445900168100024,1
2795103300189100043,0
2726544600404100198,3
2787445900127100017,0
2656144900541100117,1
2787445900303200013,3
2787445900352100165,4
2656144300125100270,1
2796212800329100152,3
2787445900399100183,2
2787445900329100048,3
2656144900423100200,0
2707604000101100079,0
2796212800914100081,3
2707737900060200159,4
2787889600229100023,3
2656143800190100162,3
2946331700000006711,2
2787889600582100166,4
2787889600516100044,2
2787889600059100062,3
2707604800082100050,0
2795903600616100088,1
2795584800435100333,2
2787889600410100130,0
2787445900290100088,3
2656143800368100172,2
2787445900396100255,3
2796212800142200009,1
2707604700317100153,4
2796212800919100069,1
2656144900186200096,4
2787889600057100207,0
2787889600165100140,2
2707604800141100064,3
2787445900584100082,0
2787445900618100086,1
2795584800660100134,1
2656143800104100188,1
2795584800122100059,4
2656143800052100110,3
2707604800321100160,3
2787445900659100089,1
2787445900363100027,4
2787889600315100153,0
2795903600696100024,3
2656144300188100231,0
2795103300191100094,2
2945606900000006766,1
2656144300195100054,1
2707604700367100018,0
2787889600131100100,1
2795103300113100076,1
2796212800529100094,1
2707604000058100018,0
2946331700000010664,4
2795584800129100148,2
2787889600424100078,0
2656144300149100130,2
2795103300120100163,3
2656143800130100125,2
2795103300131100028,3
2707604800341100216,4
2656144900530100054,4
2656143800215100166,1
2707604800425100200,0
2656144900609100198,0
2796212801048100215,3
2795903600241200092,1
2707604700221100061,4
2795584800691100034,1
2707604800222100025,3
2707604700082100034,4
2787445900263100160,4
2796212800977100037,1
2707604700059100142,3
2787445900789100118,4
2707604800403100163,1
2795584800166100073,1
2707604800384100232,3
2656144900447100103,0
2787445900359100085,0
2796212800570100101,0
2795903600166100037,4
2656144900506100017,4
2795584800224100061,3
2795584800456100071,1
2787445900130100046,2
2787889600450100189,1
2787445900725100116,0
2726543700467100137,4
2795103300312100055,0
2795584800455100125,4
2707604000140100290,4
2796212801010100021,2
2656144900475100049,1
2656144900086100214,4
2656143800055100188,3
2707604800141100047,1
2787445900094100050,0
2787445900232100046,2
2787445900087100097,0
2787889600280100304,2
2707604800081100138,0
2796212800790100256,3
2787445900597100166,1
2707604800056100070,4
2787445900352100142,3
2726544200049100135,1
2796212800978100024,3
2796212800337100156,4
2787445900654100050,3
2787445900328100066,3
2795584800125100047,0
2787445900265100028,0
2656144900167100168,2
2795103300163100183,0
2787445900285100127,2
2707604000138100161,4
2795103300147100116,2
2795103300153100274,4
2707604800099100069,0
2795103300191100127,2
2656144900582100186,1
2795584800453100080,2
2946331700000004620,3
2656144900085100196,3
2787445900752100090,0
2787445900199100016,4
2795103300366100035,1
2796212800561100162,1
2707604000110100036,4
2946331700000004636,4
2787445900297100022,3
2795584800696100028,4
2656144900186100063,1
2787445900764100034,0
2795103300332100123,0
2656144300164100132,4
2656144300082100094,4
2796212801012100179,4
2787889600277100011,3
2795584800381100173,0
2795903600437100233,1
2795584800413100225,4
2946331700000003000,4
2795903600114100055,2
2656143800055100071,2
