Cell_ID,true_label,predicted_label,fold
2787445900398100116,oligodendrocyte_2,oligodendrocyte_2,1
2787889600350100103,astrocyte_1,astrocyte_1,1
2795903600169100089,oligodendrocyte_progenitor_2,endothelial,0
2787889600354100054,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,2
2707604000155100180,astrocyte_2,astrocyte_2,2
2656143800418100063,microglia,endothelial,0
2656144900562100058,oligodendrocyte_progenitor_2,astrocyte_1,1
2707737900060100041,oligodendrocyte_1,oligodendrocyte_progenitor_2,1
2795584800494100148,astrocyte_2,astrocyte_2,0
2656144300188100230,microglia,astrocyte_1,0
2707604000040100083,astrocyte_1,astrocyte_1,2
2707604800242100248,oligodendrocyte_2,oligodendrocyte_2,2
2795903600639100170,oligodendrocyte_2,oligodendrocyte_2,2
2796212800623100048,oligodendrocyte_2,oligodendrocyte_2,1
2787445900585100071,astrocyte_1,astrocyte_1,0
2707604700226100221,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,1
2787445900657100147,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2796212800791100086,oligodendrocyte_1,oligodendrocyte_progenitor_2,1
2707604800119100064,oligodendrocyte_2,oligodendrocyte_2,0
2787445900229100050,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,2
2707737900020100069,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,1
2656144900166100222,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,1
2726543700099100012,endothelial,endothelial,0
2787445900730100021,oligodendrocyte_2,oligodendrocyte_2,2
2787889600313100114,endothelial,endothelial,2
2795903600489100085,astrocyte_1,astrocyte_1,0
2795584800748200051,oligodendrocyte_2,oligodendrocyte_2,0
2946331700000000900,oligodendrocyte_2,oligodendrocyte_2,0
2656143800167100063,astrocyte_2,astrocyte_1,2
2946331700000008879,oligodendrocyte_1,oligodendrocyte_progenitor_2,2
2707604700068100176,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2656143800081100092,oligodendrocyte_2,oligodendrocyte_progenitor_2,2
2796212800816200003,meninges_2,meninges_2,2
2795103300445100084,oligodendrocyte_progenitor_2,endothelial,0
2656144900483200003,meninges_2,meninges_2,2
2656143800027100344,oligodendrocyte_1,oligodendrocyte_progenitor_2,1
2707604800101100059,endothelial,endothelial,0
2787445900248100070,astrocyte_2,astrocyte_2,0
2656143800028100190,microglia,microglia,0
2787445900168100168,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,2
2787889600388100127,oligodendrocyte_progenitor_1,endothelial,1
2707737900133100223,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,1
2795584800428100052,astrocyte_2,astrocyte_2,2
2787889600441100117,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2656144900510100035,oligodendrocyte_2,oligodendrocyte_2,0
2656143800054100105,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2796212800552100138,astrocyte_1,oligodendrocyte_progenitor_2,0
2946331700000017564,endothelial,astrocyte_1,2
2726543700098100172,oligodendrocyte_precursor_cell,oligodendrocyte_1,2
2707604000025100103,endothelial,endothelial,0
2787445900088100075,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2795103300051100106,oligodendrocyte_2,oligodendrocyte_2,1
2787445900547100043,oligodendrocyte_2,oligodendrocyte_2,1
2707604000152100108,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,2
2945606900000006335,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,1
2795903600461100026,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,1
2795584800421100152,endothelial,astrocyte_1,0
2787445900434100022,astrocyte_1,oligodendrocyte_1,0
2656144900446100057,meninges_2,meninges_2,0
2795903600489100162,astrocyte_1,astrocyte_1,0
2707737900121200017,meninges_1,meninges_1,0
2945606900000005064,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,1
2795903600301100052,astrocyte_2,astrocyte_2,1
2946331700000002712,microglia,microglia,0
2656144900396100267,oligodendrocyte_1,oligodendrocyte_1,1
2787889600414100194,oligodendrocyte_progenitor_2,oligodendrocyte_2,2
2796212800520100087,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,2
2796212800600100106,oligodendrocyte_1,oligodendrocyte_1,2
2707604800080200033,oligodendrocyte_1,oligodendrocyte_progenitor_2,0
2707604000026100018,astrocyte_2,oligodendrocyte_2,2
2946331700000014165,oligodendrocyte_2,oligodendrocyte_2,0
2795103300381100300,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2656144900135100026,Schwann_cell,Schwann_cell,0
2787445900327100122,oligodendrocyte_progenitor_2,astrocyte_1,2
2707604800078100099,astrocyte_2,astrocyte_1,0
2707604800014100179,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2787445900545100063,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2787445900510100019,meninges_1,meninges_1,1
2787445900681100180,oligodendrocyte_progenitor_2,oligodendrocyte_1,1
2795103300332100061,astrocyte_1,astrocyte_1,2
2795584800222100100,astrocyte_2,oligodendrocyte_progenitor_2,2
2707604000110100282,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,2
2796212800779100157,endothelial,endothelial,1
2795903600463100104,astrocyte_1,astrocyte_1,1
2656144900535100021,oligodendrocyte_2,oligodendrocyte_2,1
2796212800855100235,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2945606900000028780,astrocyte_1,astrocyte_1,0
2787889600397100193,oligodendrocyte_progenitor_2,oligodendrocyte_1,1
2656143800105100155,oligodendrocyte_2,oligodendrocyte_2,2
2787445900625100109,astrocyte_2,astrocyte_2,0
2726543700433100081,oligodendrocyte_1,astrocyte_2,0
2787445900752100150,astrocyte_1,astrocyte_1,0
2795903600320100084,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2795903600302100045,meninges_3,meninges_2,2
2796212800457100043,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,1
2946331700000013468,endothelial,endothelial,1
2796212800913100070,astrocyte_1,endothelial,0
2945606900000012740,oligodendrocyte_2,oligodendrocyte_2,0
2787889600377100069,astrocyte_2,astrocyte_2,2
2707737900034100174,oligodendrocyte_2,oligodendrocyte_1,0
2787445900597100130,oligodendrocyte_1,oligodendrocyte_1,0
2707737900133100176,astrocyte_1,astrocyte_1,2
2787889600396100092,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2796212800583100026,oligodendrocyte_2,oligodendrocyte_2,2
2656143800164100063,microglia,microglia,0
2707604000126100060,oligodendrocyte_2,oligodendrocyte_2,0
2707737900074100236,astrocyte_1,oligodendrocyte_precursor_cell,2
2707737900047100154,astrocyte_1,astrocyte_1,1
2656144300146100227,astrocyte_1,oligodendrocyte_progenitor_2,2
2946331700000004996,oligodendrocyte_1,oligodendrocyte_progenitor_2,1
2787445900617100074,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,1
2787889600485100060,oligodendrocyte_progenitor_2,astrocyte_1,0
2787445900361100178,astrocyte_1,astrocyte_1,2
2787889600389100137,oligodendrocyte_1,oligodendrocyte_progenitor_2,2
2787889600351100217,pericyte,endothelial,1
2787445900432100098,oligodendrocyte_2,oligodendrocyte_2,0
2707737900075100138,astrocyte_1,astrocyte_1,2
2787445900685100098,oligodendrocyte_2,oligodendrocyte_2,0
2946331700000017243,oligodendrocyte_progenitor_2,endothelial,0
2656143800054100170,endothelial,endothelial,1
2795103300344100019,oligodendrocyte_progenitor_2,oligodendrocyte_1,0
2787445900132100057,astrocyte_1,astrocyte_1,0
2787445900659100212,endothelial,oligodendrocyte_1,1
2707737900134100140,oligodendrocyte_1,oligodendrocyte_progenitor_2,2
2795584800425100122,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,2
2795103300108100026,oligodendrocyte_1,oligodendrocyte_progenitor_2,2
2656144900325100030,astrocyte_1,astrocyte_1,2
2787889600346100131,meninges_2,meninges_2,0
2656144900537200040,oligodendrocyte_progenitor_1,oligodendrocyte_progenitor_1,1
2795903600185200054,oligodendrocyte_progenitor_2,oligodendrocyte_1,0
2795584800391100125,oligodendrocyte_2,oligodendrocyte_2,2
2946331700000015941,endothelial,oligodendrocyte_1,0
2787445900321100131,astrocyte_1,astrocyte_1,1
2656144900504100144,astrocyte_1,astrocyte_1,1
2795903600212100125,oligodendrocyte_2,oligodendrocyte_2,2
2707604800240100120,endothelial,endothelial,0
2787889600197100126,oligodendrocyte_2,oligodendrocyte_progenitor_2,2
2796212800920100202,astrocyte_1,astrocyte_1,1
2787445900700100017,meninges_3,meninges_1,0
2707604800445100225,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,2
2656143800104100148,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,1
2787445900509100078,meninges_1,meninges_1,0
2796212800109100145,oligodendrocyte_1,oligodendrocyte_progenitor_2,1
2707604800182100044,meninges_1,oligodendrocyte_progenitor_2,2
2787445900696100057,oligodendrocyte_2,oligodendrocyte_2,0
2787445900243100229,oligodendrocyte_1,oligodendrocyte_progenitor_2,1
2787445900624100133,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,1
2796212800595100220,astrocyte_1,astrocyte_1,0
2726544600456100096,oligodendrocyte_progenitor_1,oligodendrocyte_precursor_cell,0
2707604700067200029,ependymal,ependymal,1
2787889600095100205,endothelial,endothelial,1
2796212800046100088,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,1
2795584800386200020,astrocyte_1,oligodendrocyte_progenitor_2,2
2787445900397100094,endothelial,endothelial,2
2946331700000000560,astrocyte_2,astrocyte_1,0
2787445900440100096,meninges_1,meninges_1,2
2796212800530100028,astrocyte_1,astrocyte_1,1
2787445900364100130,astrocyte_1,astrocyte_1,0
2707604000110100065,endothelial,endothelial,2
2946331700000014193,oligodendrocyte_2,oligodendrocyte_2,0
2707604000086100312,astrocyte_1,astrocyte_1,0
2795903600614100222,endothelial,endothelial,2
2656144300164100022,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2795584800677100046,astrocyte_2,oligodendrocyte_1,0
2795584800457100271,oligodendrocyte_progenitor_1,oligodendrocyte_progenitor_1,0
2796212800887200134,astrocyte_1,astrocyte_1,1
2795903600488100062,oligodendrocyte_2,oligodendrocyte_2,0
2656144900184100149,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,2
2796212800693100168,meninges_3,meninges_2,2
2796212800855100031,oligodendrocyte_2,oligodendrocyte_2,2
2656143800103100207,astrocyte_1,astrocyte_2,0
2796212800914100220,astrocyte_1,astrocyte_1,1
2707604800102100073,astrocyte_1,astrocyte_1,0
2787445900840100059,microglia,microglia,2
2795584800136100143,oligodendrocyte_2,oligodendrocyte_2,0
2795584800154100202,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,1
2795103300233100064,endothelial,endothelial,1
2795103300165100044,oligodendrocyte_progenitor_2,astrocyte_2,0
2656144900566100136,Schwann_cell,Schwann_cell,1
2787445900206100256,astrocyte_1,endothelial,0
2795584800715100032,oligodendrocyte_2,oligodendrocyte_2,1
2795903600436100138,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,2
2707604700342100102,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,2
2656144900489100179,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,1
2787889600555100028,oligodendrocyte_2,oligodendrocyte_progenitor_2,2
2787889600091100100,endothelial,endothelial,1
2787889600388100134,astrocyte_1,astrocyte_1,1
2787445900265100127,peripheral_glia,peripheral_glia,2
2795903600668100127,endothelial,astrocyte_2,1
2795903600353100318,endothelial,oligodendrocyte_1,1
2796212800264100149,oligodendrocyte_1,oligodendrocyte_1,0
2707604800221100052,oligodendrocyte_2,oligodendrocyte_2,1
2707604700224100044,oligodendrocyte_progenitor_2,astrocyte_1,2
2787445900752100098,astrocyte_1,astrocyte_1,2
2707604000057100130,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2726544600029100174,endothelial,astrocyte_1,1
2656144900086100045,oligodendrocyte_1,oligodendrocyte_2,2
2656144900377100073,astrocyte_1,astrocyte_2,1
2795584800166200086,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2796212801016100049,meninges_1,meninges_3,2
2795103300163100169,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2787889600617100209,oligodendrocyte_progenitor_2,oligodendrocyte_1,2
2707604700035100119,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0
2787445900398100083,microglia,microglia,1
2707604800322100110,Schwann_cell,Schwann_cell,2
