Cell_ID,true_label,canonical_fold,lzh_pred,wyh_pred,s0_pred,sni_pred,sni_top1,sni_top2,sni_margin,sni_entropy,Region,E/I,Segment,Section_ID,hard_bucket,n_detected,library_size,neuron_or_glial,true_family,sni_correct_on_shared_failure
2796212800855100235,oligodendrocyte_progenitor_2,0,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,MV_in_Sema5b,0.4623964148961115,0.20194415647390518,0.2604522584222063,1.7368371708458807,nan,nan,nan,0613_F4_C,True,12.0,19.0,glial_non_neuronal,oligodendrocyte_opc,False
2787889600397100193,oligodendrocyte_progenitor_2,3,astrocyte_1,astrocyte_1,astrocyte_1,astrocyte_1,0.8588381090096854,0.06752075518644761,0.7913173538232378,0.6225798177917087,nan,nan,nan,0503_M5_S,True,6.0,7.0,glial_non_neuronal,oligodendrocyte_opc,False
2726543700433100081,oligodendrocyte_1,2,astrocyte_1,astrocyte_1,astrocyte_2,astrocyte_1,0.46929095953528144,0.26005399954776476,0.20923695998751668,1.5756679429525011,nan,nan,nan,0422_M3_L,True,4.0,5.0,glial_non_neuronal,oligodendrocyte_opc,False
2795903600302100045,meninges_3,2,meninges_2,meninges_1,meninges_2,meninges_3,0.9869198677487819,0.010002534076499047,0.9769173336722828,0.07942254002037034,nan,nan,nan,0613_M5_T,True,3.0,39.0,glial_non_neuronal,meningeal,True
2707737900034100174,oligodendrocyte_2,3,astrocyte_2,astrocyte_2,oligodendrocyte_1,astrocyte_1,0.5535112561583393,0.19034459218554448,0.36316666397279485,1.1998834936220995,nan,nan,nan,0415_F1_L,True,7.0,9.0,glial_non_neuronal,oligodendrocyte_opc,False
2946331700000004996,oligodendrocyte_1,4,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0.9975798243647034,0.0011057404829521997,0.9964740838817512,0.021841088619259253,nan,nan,nan,0415_F2_C,True,21.0,44.0,glial_non_neuronal,oligodendrocyte_opc,False
2787445900617100074,oligodendrocyte_progenitor_2,4,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,0.9079977697929478,0.09181407381596562,0.8161836959769821,0.30900939158077634,nan,nan,nan,0503_F3_C,True,13.0,29.0,glial_non_neuronal,oligodendrocyte_opc,True
2946331700000017243,oligodendrocyte_progenitor_2,4,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,0.8188752662657142,0.1423904310100643,0.6764848352556498,0.647517087662123,nan,nan,nan,0415_F2_L,True,7.0,8.0,glial_non_neuronal,oligodendrocyte_opc,False
2787445900659100212,endothelial,3,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,0.7349851665468123,0.25622844350348495,0.4787567230433274,0.6312076376320814,nan,nan,nan,0503_F3_C,True,5.0,7.0,glial_non_neuronal,vascular,False
2707737900134100140,oligodendrocyte_1,2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0.8365943534517238,0.05383838745730641,0.7827559659944174,0.8628225102190039,nan,nan,nan,0415_F1_T,True,20.0,33.0,glial_non_neuronal,oligodendrocyte_opc,False
2795903600639100122,beta_motoneuron,1,alpha_motoneuron,alpha_motoneuron,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0.8339193062030921,0.1299363208337835,0.7039829853693086,0.5543452912469378,nan,nan,22.0,0613_M4_C,False,14.0,32.0,glial_non_neuronal,neuronal_or_other,False
2795103300108100026,oligodendrocyte_1,1,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,peripheral_glia,0.763878327005332,0.23133502584663937,0.5325433011586926,0.5765175732864466,nan,nan,nan,0610_M4_C,True,9.0,17.0,glial_non_neuronal,oligodendrocyte_opc,False
2656143800215100289,DH_ex_Maf/Slc17a8,2,DH_ex_Maf/Cck,DH_ex_Maf/Cck,oligodendrocyte_2,oligodendrocyte_2,0.4712487226130216,0.19428005419352445,0.27696866841949713,1.652914238750747,1.0,excitatory,10.0,0328_M3_T,False,6.0,7.0,neuron,neuronal_or_other,False
2787889600346100131,meninges_2,2,meninges_3,meninges_3,meninges_1,meninges_1,0.5167424552482188,0.4273897102256734,0.08935274502254542,0.9095431276944248,nan,nan,nan,0503_M4_C,True,7.0,153.0,glial_non_neuronal,meningeal,False
2726544200060200054,DH_in_Klhl14,0,DH_in_Cdh3,DH_in_Cdh3,MV_in_Chrna2,MV_in_Chrna2,0.8144685301548639,0.042883106248389445,0.7715854239064744,0.8813722403260847,1.0,inhibitory,10.0,0422_M1_C,False,9.0,11.0,neuron,neuronal_or_other,False
2946331700000015941,endothelial,4,oligodendrocyte_1,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,0.9234155003800572,0.04820715035656347,0.8752083500234937,0.33878711165394376,nan,nan,nan,0415_F2_L,True,11.0,18.0,glial_non_neuronal,vascular,False
2787445900700100017,meninges_3,3,meninges_1,meninges_1,meninges_1,meninges_1,0.9221648356675473,0.03768808443559636,0.8844767512319509,0.3750360570654999,nan,nan,nan,0503_F3_C,True,5.0,39.0,glial_non_neuronal,meningeal,False
2796212800109100145,oligodendrocyte_1,0,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0.9723558214101217,0.023510489055442528,0.9488453323546792,0.14417954987343967,nan,nan,nan,0613_F5_S,True,9.0,13.0,glial_non_neuronal,oligodendrocyte_opc,False
2787445900243100229,oligodendrocyte_1,3,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0.9994685457998199,0.00039139996021071737,0.9990771458396092,0.005139534858968661,nan,nan,nan,0503_F5_C,True,9.0,20.0,glial_non_neuronal,oligodendrocyte_opc,False
