Cell_ID,true_label,canonical_fold,lzh_pred,wyh_pred,s0_pred,sni_pred,sni_top1,sni_top2,sni_margin,sni_entropy,Region,E/I,Segment,Section_ID,hard_bucket,n_detected,library_size,neuron_or_glial,true_family
2796212800561100084,oligodendrocyte_progenitor_2,2,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,0.9543697660039697,0.023723669532987584,0.9306460964709822,0.2656763464758224,nan,nan,nan,0613_F4_T,True,10.0,19.0,glial_non_neuronal,oligodendrocyte_opc
2787889600580100057,DH_ex_Prkcg/Nts,0,DH_ex_Tac2,DH_ex_Tac2,DH_ex_Prkcg/Cck,DH_ex_Prkcg/Nts,0.26600876476900714,0.19183155402250235,0.0741772107465048,2.1398009858313105,1.0,excitatory,8.0,0503_M4_S,False,7.0,17.0,neuron,neuronal_or_other
2945606900000011838,meninges_3,4,meninges_1,meninges_1,meninges_1,meninges_3,0.8107840129139167,0.18521407880465604,0.6255699341092607,0.5076603737535711,nan,nan,nan,0328_F1_C,True,6.0,91.0,glial_non_neuronal,meningeal
2787445900462100125,oligodendrocyte_progenitor_2,2,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,0.8832305347401789,0.07983378089133604,0.8033967538488428,0.4795197276240942,nan,nan,nan,0503_F4_T,True,8.0,12.0,glial_non_neuronal,oligodendrocyte_opc
2707604800342100056,oligodendrocyte_progenitor_2,1,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,0.8060630071617674,0.19359787433330608,0.6124651328284613,0.4951083580177398,nan,nan,nan,0415_M1_C,True,16.0,26.0,glial_non_neuronal,oligodendrocyte_opc
2787889600315100058,oligodendrocyte_progenitor_2,4,astrocyte_1,astrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,0.648022950479338,0.2015511434234391,0.4464718070558989,1.0027202982250862,nan,nan,nan,0503_M4_C,True,21.0,27.0,glial_non_neuronal,oligodendrocyte_opc
2787445900328100064,oligodendrocyte_progenitor_2,4,astrocyte_2,astrocyte_2,astrocyte_2,oligodendrocyte_progenitor_2,0.5063868107517073,0.35890639610492414,0.1474804146467832,1.08544609804542,nan,nan,nan,0503_F4_C,True,12.0,21.0,glial_non_neuronal,oligodendrocyte_opc
2795903600320100064,oligodendrocyte_progenitor_2,2,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,0.8863128333878549,0.10315175286404384,0.7831610805238111,0.401653643160773,nan,nan,nan,0613_M4_L,True,6.0,7.0,glial_non_neuronal,oligodendrocyte_opc
2787889600355100079,oligodendrocyte_progenitor_2,0,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,0.7595084532550432,0.20665226457966496,0.5528561886753782,0.6691097470336755,nan,nan,nan,0503_M4_C,True,8.0,9.0,glial_non_neuronal,oligodendrocyte_opc
2796212800715100159,oligodendrocyte_progenitor_2,2,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,0.28104416994608333,0.21950838802170622,0.061535781924377114,1.8250335961164237,nan,nan,nan,0613_F3_T,True,8.0,8.0,glial_non_neuronal,oligodendrocyte_opc
2795903600563100287,DH_ex_Prkcg/Nts,3,DH_ex_Prkcg/Cck,DH_ex_Prkcg/Cck,DH_ex_Prkcg/Cck,DH_ex_Prkcg/Nts,0.9278660275537561,0.06569639785807609,0.86216962969568,0.29426643516974205,1.0,excitatory,8.0,0613_M4_C,False,5.0,7.0,neuron,neuronal_or_other
2795584800451100007,microglia,2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_2,microglia,0.6091949502326817,0.22125137073588008,0.3879435794968016,1.239523892791169,nan,nan,nan,0610_F4_T,True,10.0,15.0,glial_non_neuronal,microglia
2707604000124100020,astrocyte_1,1,oligodendrocyte_progenitor_1,oligodendrocyte_progenitor_1,oligodendrocyte_progenitor_1,astrocyte_1,0.6127591300502018,0.2748229318759995,0.3379361981742023,1.0930621454350427,nan,nan,nan,0415_M3_T,True,21.0,27.0,glial_non_neuronal,astrocyte
2787445900053200095,astrocyte_1,1,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,astrocyte_1,0.5068913672710142,0.485762003465419,0.02112936380559527,0.7482946578486706,nan,nan,nan,0503_F5_T,True,37.0,162.0,glial_non_neuronal,astrocyte
2726543700099100133,oligodendrocyte_progenitor_2,1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,0.3695927473480241,0.2883761649263487,0.0812165824216754,1.731983634810265,nan,nan,nan,0422_M3_C,True,6.0,11.0,glial_non_neuronal,oligodendrocyte_opc
2945606900000014812,oligodendrocyte_progenitor_2,4,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,0.8836722767933598,0.11542599103338298,0.7682462857599768,0.3666664835309786,nan,nan,nan,0328_F1_T,True,6.0,11.0,glial_non_neuronal,oligodendrocyte_opc
2787889600197100027,oligodendrocyte_progenitor_2,3,astrocyte_2,astrocyte_2,astrocyte_2,oligodendrocyte_progenitor_2,0.7099606130101068,0.28926214575466164,0.4206984672554452,0.6087147144777242,nan,nan,nan,0503_M5_T,True,9.0,21.0,glial_non_neuronal,oligodendrocyte_opc
2787445900328100174,oligodendrocyte_progenitor_2,0,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,0.9896521092979754,0.009828079648920005,0.9798240296490555,0.06052690960319278,nan,nan,nan,0503_F4_C,True,14.0,22.0,glial_non_neuronal,oligodendrocyte_opc
2787889600351100169,pericyte,1,endothelial,endothelial,endothelial,pericyte,0.6429137683396203,0.3004680045773579,0.34244576376226243,0.8401089011392083,nan,nan,nan,0503_M4_C,True,10.0,12.0,glial_non_neuronal,vascular
2946331700000020347,oligodendrocyte_progenitor_2,4,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,0.8752368874838621,0.11921007214765948,0.7560268153362026,0.40723047989371947,nan,nan,nan,0415_F2_L,True,5.0,14.0,glial_non_neuronal,oligodendrocyte_opc
2656143800153100155,oligodendrocyte_progenitor_2,2,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,0.9949411585811655,0.004041633314276439,0.9908995252668891,0.03733383282341018,nan,nan,nan,0328_M3_C,True,8.0,16.0,glial_non_neuronal,oligodendrocyte_opc
2796212800913100297,oligodendrocyte_progenitor_2,4,oligodendrocyte_1,oligodendrocyte_1,MV_in_Chrna2,oligodendrocyte_progenitor_2,0.900491290931513,0.028077539360828074,0.8724137515706849,0.5725714931777962,nan,nan,nan,0613_F3_C,True,9.0,12.0,glial_non_neuronal,oligodendrocyte_opc
2707604800035200013,pericyte,4,oligodendrocyte_1,oligodendrocyte_1,endothelial,pericyte,0.3573260925715694,0.26792485342880795,0.08940123914276144,1.6265341631584493,nan,nan,nan,0415_M1_S,True,9.0,10.0,glial_non_neuronal,vascular
