Cell_ID,true_label,LZH_pred,WYH_pred,S2_pred,S2_top1,S2_margin,S2_entropy,Region,E/I,Segment,Section_ID,hard_bucket,n_detected,library_size,canonical_fold,true_family,s2_family,s2_recovered
2796212800714100218,astrocyte_1,oligodendrocyte_precursor_cell,oligodendrocyte_precursor_cell,astrocyte_1,0.5175280544951998,0.2682533777906886,1.5681240093940816,__MISSING__,__MISSING__,__MISSING__,0613_F3_T,True,7,11.0,1,astrocyte,astrocyte,True
2656144900238100021,oligodendrocyte_1,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,0.4064196475253823,0.028115301885691557,1.426839981366376,__MISSING__,__MISSING__,__MISSING__,0328_M2_C,True,7,13.0,2,oligodendrocyte_opc,oligodendrocyte_opc,True
2787445900550100232,oligodendrocyte_1,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,0.468770676061689,0.0014261654412580094,1.0213434777786736,__MISSING__,__MISSING__,__MISSING__,0503_F3_C,True,12,26.0,1,oligodendrocyte_opc,oligodendrocyte_opc,True
2707737900048100169,oligodendrocyte_1,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,0.5549822767285499,0.3020573260546914,1.199487831156061,__MISSING__,__MISSING__,__MISSING__,0415_F1_L,True,3,21.0,4,oligodendrocyte_opc,oligodendrocyte_opc,True
2796212800388100154,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,0.572403936179645,0.1590345565216168,0.7743489120497108,__MISSING__,__MISSING__,__MISSING__,0613_F3_S,True,11,25.0,1,oligodendrocyte_opc,oligodendrocyte_opc,True
2656144300172100154,alpha_motoneuron,gamma_motoneuron,gamma_motoneuron,alpha_motoneuron,0.7560802536961896,0.5124542007135713,0.5581932206185254,__MISSING__,__MISSING__,22,0328_F2_T,False,29,67.0,1,neuronal_or_other,neuronal_or_other,True
2707604700091100209,DH_ex_Prkcg/Nts,DH_ex_Prkcg/Cck,DH_ex_Prkcg/Cck,DH_ex_Prkcg/Nts,0.31359320687354686,0.04282923982602532,1.82976843154789,1,excitatory,8,0415_M3_S,False,7,19.0,1,neuronal_or_other,neuronal_or_other,True
2707604800143100159,DH_ex_Prkcg/Nts,DH_ex_Tac2,DH_ex_Tac2,DH_ex_Prkcg/Nts,0.3160970987804113,0.09337621175471295,2.1479436528784084,1,excitatory,8,0415_M1_L,False,17,21.0,2,neuronal_or_other,neuronal_or_other,True
2795584800385100149,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,0.5080105992774641,0.021038951888826762,0.7274352583237704,__MISSING__,__MISSING__,__MISSING__,0610_F4_L,True,5,19.0,3,oligodendrocyte_opc,oligodendrocyte_opc,True
2795584800354100082,oligodendrocyte_progenitor_2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,0.793551890128634,0.5912809680176394,0.5336602153608074,__MISSING__,__MISSING__,__MISSING__,0610_F4_S,True,10,13.0,0,oligodendrocyte_opc,oligodendrocyte_opc,True
2787889600316100081,oligodendrocyte_progenitor_2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,0.6769949682815027,0.35751001881327316,0.6547753273929451,__MISSING__,__MISSING__,__MISSING__,0503_M4_C,True,21,22.0,2,oligodendrocyte_opc,oligodendrocyte_opc,True
2787445900584100022,astrocyte_2,endothelial,oligodendrocyte_progenitor_2,astrocyte_2,0.3363292898146802,0.096147524576774,1.6045539482424032,__MISSING__,__MISSING__,__MISSING__,0503_F3_C,True,7,13.0,4,astrocyte,astrocyte,True
2787445900597100100,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,0.6487670577404531,0.358021905614666,0.8543949201569608,__MISSING__,__MISSING__,__MISSING__,0503_F4_S,True,10,24.0,0,oligodendrocyte_opc,oligodendrocyte_opc,True
2787889600486100174,oligodendrocyte_1,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,0.5526320878488107,0.17605428717459748,0.9694615846780812,__MISSING__,__MISSING__,__MISSING__,0503_M4_T,True,5,8.0,0,oligodendrocyte_opc,oligodendrocyte_opc,True
2795103300164100027,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,0.5939020618639923,0.19895372423301766,0.7356919177975654,__MISSING__,__MISSING__,__MISSING__,0610_M4_L,True,7,11.0,0,oligodendrocyte_opc,oligodendrocyte_opc,True
2656144900221100097,endothelial,peripheral_glia,peripheral_glia,endothelial,0.929641170110624,0.9016024528422878,0.3730581329615469,__MISSING__,__MISSING__,__MISSING__,0328_M1_C,True,11,13.0,0,vascular,vascular,True
2656144900140100117,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,0.5681256466254546,0.14771444275811701,0.7578513752951085,__MISSING__,__MISSING__,__MISSING__,0328_M1_C,True,8,27.0,3,oligodendrocyte_opc,oligodendrocyte_opc,True
2796212800365100048,DH_ex_Tac2,DH_ex_Nmu/Tac2,DH_ex_Nmu/Tac2,DH_ex_Tac2,0.5978955710331837,0.4279271487998485,1.4055450190472631,1,excitatory,8,0613_F4_L,False,30,55.0,1,neuronal_or_other,neuronal_or_other,True
2795903600266100045,alpha_motoneuron,beta_motoneuron,beta_motoneuron,alpha_motoneuron,0.5634050699484184,0.14129973934956758,0.7603919206617968,__MISSING__,__MISSING__,22,0613_M4_L,False,9,13.0,3,neuronal_or_other,neuronal_or_other,True
2795584800352200043,astrocyte_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,astrocyte_2,0.5009267210805105,0.2730575690140528,1.2347302234579034,__MISSING__,__MISSING__,__MISSING__,0610_F4_S,True,6,14.0,3,astrocyte,astrocyte,True
2946331700000001546,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,0.7066637397071175,0.5532528138271737,0.8582295006338687,__MISSING__,__MISSING__,__MISSING__,0415_F2_C,True,12,23.0,3,oligodendrocyte_opc,oligodendrocyte_opc,True
2707737900046100034,microglia,oligodendrocyte_2,oligodendrocyte_2,microglia,0.8366981710819548,0.7321629527621697,0.6172927024491263,__MISSING__,__MISSING__,__MISSING__,0415_F1_L,True,11,15.0,3,other_glial_non_neuronal,other_glial_non_neuronal,True
2787445900760100109,astrocyte_1,oligodendrocyte_1,oligodendrocyte_1,astrocyte_1,0.3952626662384551,0.01733726140533154,1.5444783421346966,__MISSING__,__MISSING__,__MISSING__,0503_F3_T,True,7,8.0,0,astrocyte,astrocyte,True
2787445900788100045,microglia,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,microglia,0.3931977196180156,0.10501244467392684,1.640342890200996,__MISSING__,__MISSING__,__MISSING__,0503_F3_L,True,8,10.0,1,other_glial_non_neuronal,other_glial_non_neuronal,True
2726544600431100024,MV_in_Gm26673,MV_in_Chrna2,MV_in_Chrna2,MV_in_Gm26673,0.422044896352588,0.13860911619141264,1.4470273818503534,4,inhibitory,19,0422_F1_L,False,14,30.0,4,neuronal_or_other,neuronal_or_other,True
2945606900000001648,astrocyte_2,astrocyte_1,astrocyte_1,astrocyte_2,0.6144281291134631,0.23257286260309978,0.6948293187742962,__MISSING__,__MISSING__,__MISSING__,0328_F1_C,True,11,22.0,4,astrocyte,astrocyte,True
2656144300188200034,oligodendrocyte_1,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,0.3390917893751367,0.0759784507696114,1.955733919896914,__MISSING__,__MISSING__,__MISSING__,0328_F2_L,True,19,28.0,1,oligodendrocyte_opc,oligodendrocyte_opc,True
2795903600267100112,oligodendrocyte_1,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,0.4762086901578966,0.14115482893639403,1.338039899486398,__MISSING__,__MISSING__,__MISSING__,0613_M4_L,True,11,15.0,1,oligodendrocyte_opc,oligodendrocyte_opc,True
2945606900000005264,oligodendrocyte_progenitor_1,astrocyte_1,astrocyte_1,oligodendrocyte_progenitor_1,0.7758576990149754,0.6600123351822781,0.7774442008074512,__MISSING__,__MISSING__,__MISSING__,0328_F1_C,True,16,23.0,0,oligodendrocyte_opc,oligodendrocyte_opc,True
2795903600641100193,oligodendrocyte_1,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,0.5802126272866083,0.22168863717172366,0.9803321344668773,__MISSING__,__MISSING__,__MISSING__,0613_M4_C,True,9,20.0,4,oligodendrocyte_opc,oligodendrocyte_opc,True
2707604800342100056,oligodendrocyte_progenitor_2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,0.6258486595197039,0.2740229087364253,0.7614573734458865,__MISSING__,__MISSING__,__MISSING__,0415_M1_C,True,16,26.0,1,oligodendrocyte_opc,oligodendrocyte_opc,True
2787445900428100033,oligodendrocyte_progenitor_2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,0.5894242181433094,0.2044657127528136,0.821683721532111,__MISSING__,__MISSING__,__MISSING__,0503_F4_T,True,8,10.0,0,oligodendrocyte_opc,oligodendrocyte_opc,True
2656144900582100256,oligodendrocyte_1,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,0.47797913846235734,0.22213070612322305,1.4820353409911593,__MISSING__,__MISSING__,__MISSING__,0328_M2_L,True,10,15.0,0,oligodendrocyte_opc,oligodendrocyte_opc,True
2795584800345100081,oligodendrocyte_precursor_cell,oligodendrocyte_progenitor_1,oligodendrocyte_progenitor_1,oligodendrocyte_precursor_cell,0.8007217681622275,0.6026034991792415,0.507874851754507,__MISSING__,__MISSING__,__MISSING__,0610_F4_L,True,5,15.0,1,oligodendrocyte_opc,oligodendrocyte_opc,True
2796212800625100214,astrocyte_1,oligodendrocyte_1,oligodendrocyte_1,astrocyte_1,0.28300333426016827,0.05209806819422563,1.9317577301437598,__MISSING__,__MISSING__,__MISSING__,0613_F4_T,True,3,5.0,0,astrocyte,astrocyte,True
2707604800079100127,oligodendrocyte_precursor_cell,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_precursor_cell,0.7847097469524174,0.6789146211707611,0.7385418285648172,__MISSING__,__MISSING__,__MISSING__,0415_M1_L,True,23,51.0,2,oligodendrocyte_opc,oligodendrocyte_opc,True
2795584800168100157,astrocyte_1,endothelial,endothelial,astrocyte_1,0.5171750095906775,0.28819046794509934,1.3128147385156537,__MISSING__,__MISSING__,__MISSING__,0610_F3_L,True,7,11.0,0,astrocyte,astrocyte,True
2787445900698100019,oligodendrocyte_1,microglia,microglia,oligodendrocyte_1,0.2965976875259811,0.058909272231214616,1.6493244150958593,__MISSING__,__MISSING__,__MISSING__,0503_F3_C,True,8,9.0,3,oligodendrocyte_opc,oligodendrocyte_opc,True
2787889600230100272,astrocyte_1,oligodendrocyte_1,oligodendrocyte_1,astrocyte_1,0.30931971679698006,0.015073760683510296,1.9240322303209616,__MISSING__,__MISSING__,__MISSING__,0503_M5_T,True,6,10.0,1,astrocyte,astrocyte,True
2796212800980100276,astrocyte_2,endothelial,endothelial,astrocyte_2,0.45607279119889027,0.11362194563871975,1.322394150787632,__MISSING__,__MISSING__,__MISSING__,0613_F3_C,True,11,16.0,0,astrocyte,astrocyte,True
2787889600478100185,astrocyte_1,endothelial,endothelial,astrocyte_1,0.5856034841637106,0.3224604980437435,1.1467155767100667,__MISSING__,__MISSING__,__MISSING__,0503_M4_L,True,14,25.0,4,astrocyte,astrocyte,True
2787889600355100079,oligodendrocyte_progenitor_2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,0.41974906846168253,0.17538910326378088,1.3146634471807794,__MISSING__,__MISSING__,__MISSING__,0503_M4_C,True,8,9.0,0,oligodendrocyte_opc,oligodendrocyte_opc,True
2707604800199100173,oligodendrocyte_1,oligodendrocyte_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,0.5160990900964924,0.2809988560148791,1.246504363319741,__MISSING__,__MISSING__,__MISSING__,0415_M1_T,True,6,8.0,0,oligodendrocyte_opc,oligodendrocyte_opc,True
2795903600269100167,oligodendrocyte_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_2,0.6223403010157788,0.25713666298785126,0.7333918446012956,__MISSING__,__MISSING__,__MISSING__,0613_M4_L,True,8,14.0,1,oligodendrocyte_opc,oligodendrocyte_opc,True
2795103300331100141,endothelial,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,endothelial,0.5283373917752803,0.3232870007767161,1.3419463026591503,__MISSING__,__MISSING__,__MISSING__,0610_M5_T,True,8,14.0,3,vascular,vascular,True
2795584800227100019,oligodendrocyte_1,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,0.4557300800068268,0.17396212902985508,1.5018573376065636,__MISSING__,__MISSING__,__MISSING__,0610_F3_C,True,7,7.0,2,oligodendrocyte_opc,oligodendrocyte_opc,True
2946331700000013128,DH_ex_Prkcg/Nts,DH_ex_Tac2,DH_ex_Tac2,DH_ex_Prkcg/Nts,0.6249329941614564,0.5108855364912237,1.5729201596763132,1,excitatory,8,0415_F2_S,False,15,19.0,3,neuronal_or_other,neuronal_or_other,True
2787445900621100235,endothelial,oligodendrocyte_1,oligodendrocyte_1,endothelial,0.5470551018759156,0.3925737005087994,1.5541108934421768,__MISSING__,__MISSING__,__MISSING__,0503_F3_C,True,9,17.0,2,vascular,vascular,True
2795584800711100172,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,0.6214076254708749,0.2829607872194199,0.8656403743818135,__MISSING__,__MISSING__,__MISSING__,0610_F5_L,True,14,29.0,0,oligodendrocyte_opc,oligodendrocyte_opc,True
2787889600415100032,oligodendrocyte_precursor_cell,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_precursor_cell,0.5647513191393801,0.32793621739104184,1.0466626054128287,__MISSING__,__MISSING__,__MISSING__,0503_M4_T,True,28,87.0,1,oligodendrocyte_opc,oligodendrocyte_opc,True
2795103300178100151,oligodendrocyte_1,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,0.5420067445055318,0.2839393822628512,1.3770655846008732,__MISSING__,__MISSING__,__MISSING__,0610_M4_C,True,7,9.0,1,oligodendrocyte_opc,oligodendrocyte_opc,True
2707604700060100196,oligodendrocyte_1,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,0.3344937507489901,0.03455596398681027,1.8018261892324094,__MISSING__,__MISSING__,__MISSING__,0415_M2_L,True,15,33.0,0,oligodendrocyte_opc,oligodendrocyte_opc,True
2787889600197100027,oligodendrocyte_progenitor_2,astrocyte_2,astrocyte_2,oligodendrocyte_progenitor_2,0.5966974061370528,0.20971138081651358,0.7602672187787944,__MISSING__,__MISSING__,__MISSING__,0503_M5_T,True,9,21.0,3,oligodendrocyte_opc,oligodendrocyte_opc,True
2787445900328100174,oligodendrocyte_progenitor_2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,0.5532903297605971,0.1152283278634274,0.7361738090510749,__MISSING__,__MISSING__,__MISSING__,0503_F4_C,True,14,22.0,0,oligodendrocyte_opc,oligodendrocyte_opc,True
2707737900063100045,DH_ex_Prkcg/Cck,DH_ex_Prkcg/Nts,DH_ex_Prkcg/Nts,DH_ex_Prkcg/Cck,0.34594472902871515,0.036948027572325626,1.7095214221128903,1,excitatory,8,0415_F1_L,False,19,41.0,2,neuronal_or_other,neuronal_or_other,True
2656144300170100090,oligodendrocyte_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_2,0.5076372423398766,0.0205415452971327,0.7270182232537229,__MISSING__,__MISSING__,__MISSING__,0328_F2_T,True,7,11.0,0,oligodendrocyte_opc,oligodendrocyte_opc,True
2796212800537200010,peripheral_glia,Schwann_cell,Schwann_cell,peripheral_glia,0.5945537411706961,0.18993302830095732,0.68263401697334,__MISSING__,__MISSING__,__MISSING__,0613_F5_C,True,9,18.0,3,other_glial_non_neuronal,other_glial_non_neuronal,True
2787445900403100045,meninges_1,meninges_2,meninges_2,meninges_1,0.5998879186515416,0.2152552996311642,0.7399630540213459,__MISSING__,__MISSING__,__MISSING__,0503_F4_C,True,4,141.0,1,meningeal,meningeal,True
2656143800153100155,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,0.5602159237686933,0.15508922336812825,0.9051331223432505,__MISSING__,__MISSING__,__MISSING__,0328_M3_C,True,8,16.0,2,oligodendrocyte_opc,oligodendrocyte_opc,True
2796212800429100114,oligodendrocyte_progenitor_2,astrocyte_1,astrocyte_1,oligodendrocyte_progenitor_2,0.4405120702849559,0.07787515001859469,1.513101324672212,__MISSING__,__MISSING__,__MISSING__,0613_F4_L,True,28,50.0,0,oligodendrocyte_opc,oligodendrocyte_opc,True
2795103300368100254,meninges_3,meninges_1,meninges_1,meninges_3,0.3738960525982626,0.14068333232775773,1.4879866595348805,__MISSING__,__MISSING__,__MISSING__,0610_M5_T,True,3,31.0,1,meningeal,meningeal,True
2795103300331100081,oligodendrocyte_1,oligodendrocyte_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,0.3513660784182398,0.07251442879366637,1.4348745481657086,__MISSING__,__MISSING__,__MISSING__,0610_M5_T,True,8,10.0,0,oligodendrocyte_opc,oligodendrocyte_opc,True
